t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1,Total 2 volume 1
478.5423955114696,528.3391640917578,2.0410253103330333e+19,1.0776241403975659e+17,1.36853883709576e+18,1.8933951852194824e+19
478.94239551146956,531.5391640917547,1.9368155611524375e+19,1.0923719104437342e+17,1.3082415740377436e+18,1.795067684644226e+19
479.34239551146953,534.739164091758,1.8368791852853656e+19,1.1068835046020896e+17,1.250942504495667e+18,1.7007160997897802e+19
479.7423955114695,537.9391640917564,1.7412067930449258e+19,1.1211093295942323e+17,1.1964315595713748e+18,1.6103525437918472e+19
480.1423955114695,541.1391640917548,1.6497639177765515e+19,1.13500660443856e+17,1.1445246965407087e+18,1.5239613820780952e+19
480.54239551146946,544.3391640917571,1.5624964691054033e+19,1.1485397101818909e+17,1.0950603715453911e+18,1.4415050348490465e+19
480.94239551146944,547.5391640917554,1.4793349162313703e+19,1.1616806106979062e+17,1.0478965344143729e+18,1.3629284566829548e+19
481.3423955114694,550.7391640917538,1.4001971593174526e+19,1.1744091203575635e+17,1.0029078720088204e+18,1.2881622809129953e+19
481.7423955114694,553.9391640917563,1.3249903314043329e+19,1.1867128581119723e+17,9.599831759367956e+17,1.2171248852295352e+19
482.1423955114694,557.1391640917542,1.2536118932083745e+19,1.1985868157679707e+17,9.190228256220495e+17,1.1497237424884908e+19
482.54239551146935,560.3391640917532,1.185950382322781e+19,1.210032553088328e+17,8.799364442010097e+17,1.0858564123717966e+19
482.94239551146933,563.5391640917561,1.121886107334676e+19,1.2210570979832938e+17,8.426408071019724e+17,1.0254114556446456e+19
483.3423955114693,566.7391640917533,1.0612919773824004e+19,1.231671669541915e+17,8.070580734991059e+17,9.68269453337071e+18
483.7423955114693,569.9391640917564,1.0040345571995742e+19,1.241890354292276e+17,7.731143825223412e+17,9.143042154044169e+18
484.14239551146926,573.139164091755,9.499753538575204e+18,1.2517288558101093e+17,7.407388211124804e+17,8.633841831881714e+18
484.54239551146924,576.3391640917524,8.989722824840574e+18,1.2612034095417336e+17,7.098627366319452e+17,8.153739747254456e+18
484.9423955114692,579.5391640917552,8.508812253800777e+18,1.2703299235431406e+17,6.804193454247018e+17,7.701359916021767e+18
485.3423955114692,582.7391640917539,8.055575898173164e+18,1.279123361942068e+17,6.52343569214908e+17,7.275319992764051e+18
485.74239551146917,585.9391640917521,7.628577779079611e+18,1.2875973647915184e+17,6.255720332021784e+17,6.874246009398284e+18
486.14239551146915,589.1391640917543,7.226405012028767e+18,1.2957640704402344e+17,6.000431612547299e+17,6.496785443730018e+18
486.5423955114691,592.3391640917529,6.847678966080663e+18,1.3036340959659109e+17,5.756973156691699e+17,6.141618240814903e+18
486.9423955114691,595.5391640917519,6.49106423824939e+18,1.3112166276144614e+17,5.524769421928045e+17,5.807465633295149e+18
487.3423955114691,598.7391640917539,6.155275445243527e+18,1.3185195767794262e+17,5.303266944747709e+17,5.493096793090817e+18
487.74239551146906,601.9391640917516,5.839081982292707e+18,1.3255497649045659e+17,5.091935238578572e+17,5.197333481944396e+18
488.14239551146903,605.1391640917508,5.541310991404237e+18,1.332313110310052e+17,4.890267295246628e+17,4.919052950848572e+18
488.542395511469,608.3391640917534,5.260848825391203e+18,1.338814799405327e+17,4.6977797026745946e+17,4.657189375183206e+18
488.942395511469,611.5391640917511,4.996641300512473e+18,1.345059432844843e+17,4.5140124284700896e+17,4.4107341143809843e+18
489.34239551146896,614.7391640917496,4.747693011735577e+18,1.3510511433489814e+17,4.338528335826317e+17,4.178735063818048e+18
489.74239551146894,617.9391640917523,4.5130659513947156e+18,1.3567936860933574e+17,4.1709125008207226e+17,3.960295332703308e+18
490.1423955114689,621.1391640917501,4.29187763288609e+18,1.3622905050165638e+17,4.0107713942623834e+17,3.7545714429581967e+18
490.5423955114689,624.339164091753,4.0832988818815247e+18,1.367544779503053e+17,3.8577319810496346e+17,3.5607712058262564e+18
490.9423955114689,627.5391640917517,3.886551421846797e+18,1.3725594560783534e+17,3.711440778577477e+17,3.37815139838121e+18
491.34239551146885,630.7391640917501,3.70090535009509e+18,1.3773372693710294e+17,3.5715629049285446e+17,3.206015332665136e+18
491.7423955114688,633.9391640917518,3.525676575616728e+18,1.381880755929081e+17,3.437781138331759e+17,3.0437103861906473e+18
492.1423955114688,637.1391640917508,3.3602242701848817e+18,1.3861922637226544e+17,3.3097950019992326e+17,2.890625543612693e+18
492.5423955114688,640.3391640917494,3.203948369054595e+18,1.3902739594388101e+17,3.1873198828997274e+17,2.7461889848207457e+18
492.94239551146876,643.5391640917508,3.056287146136575e+18,1.3941278350418029e+17,3.070086189052051e+17,2.6098657437271905e+18
493.34239551146874,646.7391640917496,2.91671488005237e+18,1.3977557145579622e+17,2.9578385472116845e+17,2.481155453875405e+18
493.7423955114687,649.9391640917485,2.7847396212749604e+18,1.4011592616484496e+17,2.8503350410709392e+17,2.359590191003024e+18
494.1423955114687,653.1391640917501,2.6599010660628613e+18,1.4043399882439598e+17,2.7473464890298547e+17,2.244732418335482e+18
494.54239551146867,656.3391640917484,2.5417685396628285e+18,1.4072992643145077e+17,2.64865576000573e+17,2.1361730372308045e+18
494.94239551146865,659.5391640917475,2.4299390889481344e+18,1.4100383287161291e+17,2.554057125471588e+17,2.033529543529364e+18
495.3423955114686,662.7391640917494,2.3240356830247485e+18,1.4125583009777984e+17,2.463355645830308e+17,1.936444288343938e+18
495.7423955114686,665.9391640917477,2.2237055191929265e+18,1.4148601938504517e+17,2.376366589259612e+17,1.8445828408819218e+18
496.1423955114686,669.1391640917506,2.1286184308637263e+18,1.4169449264252728e+17,2.292914881251299e+17,1.7576324500960722e+18
496.54239551146856,672.3391640917487,2.038465393502813e+18,1.4188133376300805e+17,2.2128345831808163e+17,1.6753006014217203e+18
496.94239551146853,675.539164091747,1.9529571243388065e+18,1.4204661999251387e+17,2.1359683983613475e+17,1.5973136645101573e+18
497.3423955114685,678.7391640917496,1.871822771380544e+18,1.4219042330375326e+17,2.0621672041487478e+17,1.5234156276619151e+18
497.7423955114685,681.9391640917476,1.7948086872004022e+18,1.4231281175935925e+17,1.9912896087648643e+17,1.4533669145645573e+18
498.14239551146846,685.1391640917466,1.721677282932966e+18,1.4241385085293822e+17,1.9232015315954512e+17,1.3869432789204838e+18
498.54239551146844,688.3391640917488,1.6522059579888899e+18,1.424936048178282e+17,1.8577758057952464e+17,1.3239347725915395e+18
498.9423955114684,691.5391640917481,1.5861861010774177e+18,1.4255213789508256e+17,1.7948918020967066e+17,1.2641447829726659e+18
499.3423955114684,694.7391640917456,1.5234221582524508e+18,1.425895155531017e+17,1.7344350727692502e+17,1.2073891354224248e+18
499.7423955114684,697.9391640917476,1.4637307638299935e+18,1.4260580565065669e+17,1.6762970147050064e+17,1.1534952567088364e+18
500.14239551146835,701.1391640917471,1.4069399301427277e+18,1.4260107953031525e+17,1.620374550593701e+17,1.1023013955530433e+18
