t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1
420903.3333333333,495.00000000018395,2.8783424885263807e+20,8430916552331766.0,2.878258179360859e+20
420933.3333333333,500.00000000018696,2.5931915094472524e+20,8816188434242679.0,2.5931033475629125e+20
420963.3333333333,505.00000000018764,2.333730007277652e+20,9197313756821304.0,2.3336380341400853e+20
420993.3333333333,510.0000000001913,2.097507643864664e+20,9569328315475632.0,2.09741195058151e+20
421023.3333333333,515.0000000001919,1.8828322963010145e+20,9929578020087840.0,1.8827330005208154e+20
421053.3333333333,520.0000000001947,1.6886911457181417e+20,1.0278548116669888e+16,1.688588360236976e+20
421083.3333333333,525.000000000186,1.514258938044924e+20,1.0619383527724106e+16,1.5141527442096472e+20
421113.3333333333,530.0000000001866,1.358490618923735e+20,1.0956371539087122e+16,1.3583810552083446e+20
421143.3333333333,535.0000000001902,1.2199997273650184e+20,1.1293415703012846e+16,1.2198867932079886e+20
421173.3333333333,540.0000000001922,1.097153361932011e+20,1.163319267433981e+16,1.0970370300052685e+20
421203.3333333333,545.000000000192,9.88237869236451e+19,1.1977019553609534e+16,9.881180990409146e+19
421233.3333333333,550.000000000185,8.915986840533957e+19,1.232513563698998e+16,8.914754326970258e+19
421263.3333333333,555.0000000001878,8.05723533765104e+19,1.2677111272608486e+16,8.055967626523782e+19
421293.3333333333,560.0000000001893,7.2927532971385815e+19,1.303221232631618e+16,7.291450075905953e+19
421323.3333333333,565.0000000001896,6.61092408997762e+19,1.338965253777873e+16,6.609585124723843e+19
421353.3333333333,570.0000000001896,6.0017241285428716e+19,1.374873210913719e+16,6.000349255331958e+19
421383.3333333333,575.0000000001893,5.45650750739992e+19,1.4108891500429858e+16,5.455096618249877e+19
421413.3333333333,580.000000000186,4.9677947321536545e+19,1.4469714621983146e+16,4.9663477606914564e+19
421443.3333333333,585.0000000001885,4.529088803139311e+19,1.4830908175122666e+16,4.527605712321799e+19
421473.3333333333,590.0000000001868,4.134723128171855e+19,1.519227371543945e+16,4.1332039008003105e+19
421503.3333333333,595.0000000001892,3.779737875485664e+19,1.5553680883962956e+16,3.7781825073972675e+19
421533.3333333333,600.0000000001918,3.45977929523512e+19,1.5915045166421848e+16,3.45818779071848e+19
421563.3333333333,605.00000000019,3.171016880194905e+19,1.6276310862415444e+16,3.1693892491086647e+19
421593.3333333333,610.0000000001892,2.910074286740301e+19,1.6637438759700636e+16,2.908410542864331e+19
421623.3333333333,615.0000000001859,2.673970986075111e+19,1.6998397616733098e+16,2.6722711463134384e+19
421653.3333333333,620.0000000001928,2.4600724475666817e+19,1.7359158536200026e+16,2.45833653171306e+19
421683.3333333333,625.0000000001893,2.2660472556028875e+19,1.7719691438328778e+16,2.2642752864590565e+19
421713.3333333333,630.0000000001876,2.0898299751293948e+19,1.807996300659418e+16,2.088021978828737e+19
421743.3333333333,635.0000000001877,1.9295888625540665e+19,1.843993563316787e+16,1.9277448689907483e+19
421773.3333333333,640.0000000001886,1.7836977115445041e+19,1.879956702050579e+16,1.7818177548424546e+19
421803.3333333333,645.0000000001933,1.6507112583649317e+19,1.915881019618741e+16,1.6487953773453138e+19
421833.3333333333,650.0000000001886,1.5293436693716e+19,1.951761377348409e+16,1.527391907994253e+19
421863.3333333333,655.0000000001894,1.4184497072310526e+19,1.987592234487033e+16,1.416462114996567e+19
421893.3333333333,660.000000000191,1.3170082305025942e+19,2.0233676934533696e+16,1.3149848628091423e+19
421923.3333333333,665.0000000001887,1.2241077284481888e+19,2.059081546296119e+16,1.2220486469018962e+19
421953.3333333333,670.0000000001918,1.1389336323758422e+19,2.0947273195142e+16,1.1368389050563277e+19
421983.3333333333,675.0000000001863,1.0607571783992007e+19,2.130298315629826e+16,1.0586268800835727e+19
422013.3333333333,680.0000000001866,9.88925625432626e+18,2.165787650717978e+16,9.86759837781907e+18
422043.3333333333,685.0000000001887,9.22853657359934e+18,2.201188287615303e+16,9.206524690723189e+18
422073.3333333333,690.0000000001911,8.620158202037968e+18,2.2364930648521244e+16,8.597793271389457e+18
422103.3333333333,695.0000000001903,8.059398642273703e+18,2.2716947215390544e+16,8.036681695058316e+18
422133.3333333333,700.0000000001867,7.542008775796174e+18,2.306785918540218e+16,7.518940916610773e+18
422163.3333333333,705.0000000001949,7.064161126527087e+18,2.341759256309321e+16,7.040743533963989e+18
422193.3333333333,710.0000000001868,6.622404190147993e+18,2.3766072897738756e+16,6.598638117250252e+18
422223.3333333333,715.0000000001891,6.213622078434646e+18,2.4113225406410668e+16,6.189508853028236e+18
422253.3333333333,720.000000000194,5.834998824166334e+18,2.445897507474944e+16,5.810539849091587e+18
422283.3333333333,725.0000000001842,5.483986775985319e+18,2.480324673865193e+16,5.459183529246679e+18
422313.3333333333,730.0000000001933,5.158278585466979e+18,2.51459651497597e+16,5.133132620317227e+18
422343.3333333333,735.0000000001886,4.855782352028818e+18,2.5487055027322508e+16,4.830295297001503e+18
422373.3333333333,740.0000000001867,4.574599546390284e+18,2.5826441098712068e+16,4.5487731052915666e+18
422403.3333333333,745.0000000001921,4.3130053811779533e+18,2.6164048130588948e+16,4.286841333047365e+18
422433.3333333333,750.000000000182,4.069431338900495e+18,2.6499800952476372e+16,4.0429315379480233e+18
422463.3333333333,755.000000000195,3.8424496037204593e+18,2.6833624474267812e+16,3.8156159792461947e+18
422493.3333333333,760.0000000001859,3.6307591749429596e+18,2.716544369896889e+16,3.6035937312439895e+18
422523.3333333333,765.0000000001845,3.433173467535352e+18,2.7495183731605064e+16,3.405678283803747e+18
422553.3333333333,770.0000000001899,3.2486092287682867e+18,2.782276978408977e+16,3.220786458984196e+18
422583.3333333333,775.0000000001921,3.076076620474726e+18,2.814812717140011e+16,3.047928493303328e+18
422613.3333333333,780.0000000001933,2.914670333195107e+18,2.847118127807133e+16,2.8861991519170417e+18
422643.3333333333,785.0000000001837,2.7635616102706033e+18,2.8791857421198296e+16,2.734769752849399e+18
422673.3333333333,790.0000000001961,2.6219910635537956e+18,2.9110080387375252e+16,2.592880983166426e+18
422703.3333333333,795.0000000001875,2.4892621523007155e+18,2.942577305680836e+16,2.459836379243904e+18
422733.3333333333,800.0000000001903,2.3647351663555835e+18,2.9738852754046776e+16,2.3349963136015437e+18
422763.3333333333,805.000000000194,2.24782150065344e+18,3.0049222546011336e+16,2.2177722781074255e+18
422793.3333333333,810.0000000001851,2.137977938338376e+18,3.035675249331366e+16,2.1076211858450634e+18
422823.3333333333,815.0000000001953,2.034700601849236e+18,3.066124301029352e+16,2.0040393588389414e+18
422853.3333333333,820.0000000001855,1.937518233249952e+18,3.0962359721488308e+16,1.906555873528465e+18
422883.3333333333,825.000000000188,1.845984582668064e+18,3.125952788362528e+16,1.8147250547844398e+18
422913.3333333333,830.0000000001933,1.7596699524819958e+18,3.1551776318214828e+16,1.7281181761637844e+18
422943.3333333333,835.0000000001828,1.6781523479087178e+18,3.1837527311037256e+16,1.646314820597683e+18
422973.3333333333,840.0000000001936,1.6010091352043825e+18,3.2114340325339756e+16,1.5688947948790418e+18
423003.3333333333,845.0000000001845,1.5278104647681574e+18,3.2378632036752576e+16,1.4954318327314066e+18
423033.3333333333,850.0000000001854,1.4581158278922926e+18,3.2625409699940384e+16,1.425490418192352e+18
423063.3333333333,855.0000000001916,1.3914748862963497e+18,3.2848064836189572e+16,1.3586268214601618e+18
423093.3333333333,860.0000000001825,1.3274331473673923e+18,3.30382758617825e+16,1.2943948715056123e+18
423123.3333333333,865.0000000001958,1.2655422693458207e+18,3.3186059721001964e+16,1.232356209624817e+18
423153.3333333333,870.0000000001837,1.2053739588216696e+18,3.3279994790762108e+16,1.172093964030909e+18
423183.3333333333,875.0000000001969,1.1465357698307489e+18,3.330761382355807e+16,1.1132281560071905e+18
423213.3333333333,880.0000000001891,1.0886867806786828e+18,3.3255941543459836e+16,1.0554308391352228e+18
423243.3333333333,885.0000000001814,1.0315511707660092e+18,3.3112131762905016e+16,9.984390390031049e+17
423273.3333333333,890.0000000001958,9.749281059689839e+17,3.286414722746089e+16,9.420639587415223e+17
423303.3333333333,895.0000000001812,9.18696953504472e+17,3.250142330633326e+16,8.86195530198139e+17
423333.3333333333,900.0000000001962,8.628175376080822e+17,3.2015463320069904e+16,8.308020742880125e+17
423363.3333333333,905.0000000001867,8.073257758738716e+17,3.140032616592903e+16,7.759254497079432e+17
423393.3333333333,910.0000000001895,7.523255022665486e+17,3.0652982539184852e+16,7.216725197273644e+17
423423.3333333333,915.0000000001949,6.97977540126633e+17,2.977353112750496e+16,6.682040089991283e+17
423453.3333333333,920.0000000001834,6.444871425812206e+17,2.8765278200970844e+16,6.157218643802504e+17
423483.3333333333,925.0000000001946,5.920908127169528e+17,2.7634691808337664e+16,5.644561209086153e+17
423513.3333333333,930.0000000001845,5.410433149442599e+17,2.6391245356384864e+16,5.146520695878745e+17
423543.3333333333,935.000000000187,4.916054559573994e+17,2.5047165685445384e+16,4.665582902719539e+17
