750_0001,,1000_0001,,1250_0001,,750_0001b,,1000_0001b,,1250_0001b,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1.9664277246683022e-8,10001327635603659000,1.491831008560311e-8,11571186522341315000,1.3153644478232179e-8,10494098986159706000,9.37171411484119e-9,5939956776774416000,9.114871467754362e-9,5563920651415831000,9.379428636777636e-9,4859695565850431000
1.9834164917812996e-8,9994138931123554000,1.5227149498442023e-8,11228507612743983000,1.3118289557154423e-8,10005924104004403000,9.35361966641415e-9,5635257759330372000,9.149929893507686e-9,4647285201485715000,9.47459472512295e-9,5486735252573549000
1.997607588575163e-8,10030623463079266000,1.5292983211872865e-8,11671046770311315000,1.3187257497933409e-8,11158910735018590000,9.583421193217158e-9,6192394359873219000,9.301644588594952e-9,5381438649047253000,9.5084702957986e-9,4542765815845931000
5.954592830924003e-10,2887116508814065700,1.5400867559905944e-8,10990730007724646000,1.3419839222738858e-8,10293336364379802000,9.725955610171702e-9,5982244495417866000,9.165148890072619e-9,5255244736431481000,9.61133155579865e-9,5195662897012519000
1.1749067234633923e-9,3723659763447681000,1.5455747910650143e-8,11480569406615556000,1.3486746302231431e-8,10658101711141982000,9.642216540436017e-9,5809028900668068000,9.279642571922649e-9,5008811932752935000,9.618960210860008e-9,4968965832655655000
,,1.5632955750515052e-8,11206744302921425000,1.3500109558368654e-8,11320621628280437000,9.728733343111175e-9,5515585361586289000,9.167511559469412e-9,4858316277770140000,9.742163841513353e-9,4841637108947370000
,,1.5761757427354206e-8,11799413932178338000,1.376450916390802e-8,10894210038308810000,9.921769818422185e-9,6315342566807990000,9.311825960462757e-9,4349129094796280000,9.836493097900695e-9,5451027016717142000
,,1.5738814353894137e-8,11458573046523068000,1.3661798640515495e-8,10282870288621193000,1.0064551677104094e-8,6063622492154999000,9.415700401213143e-9,5886728795857758000,9.818818095855139e-9,4622726210944987000
,,1.5989409126194747e-8,10915232476434100000,1.3825673102482911e-8,10537062571718627000,1.0037612456785923e-8,5842285068826180000,9.388887296356017e-9,5644203975073366000,9.678518636438102e-9,4457403209099071500
,,1.6082324476120875e-8,11913657479390093000,1.386780910348439e-8,11255971690707872000,1.002491630157464e-8,5601675925931080000,9.483488943894665e-9,4670667418465876000,9.938508053979874e-9,5085694472043194000
,,1.6079964095181857e-8,11616957595355281000,1.4091604588655204e-8,10904305555989623000,9.983781908096813e-9,5391564375033512000,9.486242046689846e-9,4479410516691259400,1.011711308919155e-8,4828707560313240000
,,1.6061260317108103e-8,11402099588036227000,1.4145816164800016e-8,10598011022220093000,1.0283014625760032e-8,6389433324854256000,9.610033151895907e-9,5413794752673255000,1.018174593264528e-8,5363493308362418000
,,1.6420725419353036e-8,11726518112637465000,1.4275318415222282e-8,10261501371563129000,1.0363045079936181e-8,6100638862341519000,9.523125231651686e-9,5245487550382021000,1.0129533067507127e-8,4641001778008836000
,,1.64086048134341e-8,11389739557822890000,1.4545492398020866e-8,10102399744977290000,1.0235501982749807e-8,5826729764365128000,9.612427749257523e-9,5011502395921895000,1.0280000443435365e-8,5132597564593598000
,,1.641500373644389e-8,11007302570958143000,1.4597704621956784e-8,10434872845446132000,1.0236938741166775e-8,5585354350314312000,9.620090460814691e-9,4779083840269015000,1.0461255043613444e-8,4927801746170546000
,,1.6661526104668697e-8,11376198739575245000,1.48787542840187e-8,10159367090766940000,1.0568695838034397e-8,6815679317933322000,9.726638070419762e-9,5867591173743729000,1.0492164506357173e-8,5431563729361934000
,,1.674965496058937e-8,11874685583976490000,1.4916230560117596e-8,9885652237777428000,1.0570713685411117e-8,6476680958644179000,9.791215838134175e-9,4512779071285543000,1.0496812419836068e-8,4650714264907547000
,,1.678780947273024e-8,11584500863531770000,1.5241051416558452e-8,10432875271703888000,1.072157041665062e-8,6163053140710679000,9.869470215646265e-9,5607422959598957000,1.0554430423352134e-8,4465142547771812000
,,1.701291213088944e-8,11397146373453054000,1.5218012732731233e-8,10080016162897842000,1.0819868028811051e-8,6393463911133327000,9.927719594666678e-9,5315780157733114000,1.0634801624931894e-8,5204159992717025000
,,1.7108821280436956e-8,11881805781921204000,1.558217042594245e-8,10587396820237638000,1.0873203785268184e-8,5842252228633793000,9.941554894051416e-9,5025932619717808000,1.0556090677522854e-8,4186219847090870300
,,1.72734802596134e-8,12107456705779528000,1.5559664428446497e-8,10301496383271637000,1.09151078707551e-8,5583975062234020000,9.91350334905024e-9,4855833559225618000,1.0834438674837009e-8,4895020666128980000
,,1.7327087797344914e-8,11725234543458472000,1.5553492437781354e-8,10034297846318604000,1.1074832303969561e-8,6046247293699119000,9.993781746678919e-9,4661016780596158000,1.0839829939754016e-8,4667449079611863000
,,1.7592323760779394e-8,12005050319585757000,1.591514594647374e-8,10643046710268088000,1.1102384541212306e-8,6401954195538670000,1.0114089054809167e-8,5879274072185713000,1.0928654108029759e-8,4494988809286983700
,,1.762266453118607e-8,11657443153436158000,1.5885621084829254e-8,10330282573343773000,1.109506665167521e-8,6207221706736339000,1.0123051690648355e-8,5729873090282514000,1.0944776932065514e-8,5346699198866289000
,,1.7968766817060076e-8,12078731766098846000,1.6243517579488133e-8,10813561607136193000,1.1244809718915784e-8,5803259973538599000,1.0266392288714643e-8,5384284799054203000,1.0946346191536494e-8,5083063607741899000
,,1.793142300115734e-8,11736146674174282000,1.6261171350851212e-8,10489537219200254000,1.1265523670264429e-8,5578488560759087000,1.0267988686955718e-8,5116089894553299000,1.1056944661678295e-8,5491026371045562000
,,1.786351573788893e-8,11507674945702631000,1.621084990729209e-8,10267580039680618000,1.1421210812327206e-8,6006956740189737000,1.0248980145042327e-8,4918720338302220000,1.1195405602454358e-8,4910303518623554000
,,1.820406791438196e-8,12303014565359729000,1.6554564994243414e-8,10748428538427122000,1.1447640781606472e-8,6313848338054343000,1.0314906831260965e-8,4693611766214197000,1.1231670449164155e-8,4619852694111050000
,,1.827296713520956e-8,11944106393503451000,1.6552243455016044e-8,10456611057547315000,1.1420348757277024e-8,6151781988620225000,1.0291152425433744e-8,5971708267026760000,1.1218651821508171e-8,4433418921925134300
,,1.840998874263165e-8,12552779917725313000,1.6687018218810112e-8,10308143694047752000,1.15923340611157e-8,5741009564412266000,1.056560201824319e-8,4487165180787116000,1.130058696123144e-8,5173424005248823000
,,1.8527425163907828e-8,12183072554899423000,1.692253045569278e-8,10717204283992656000,1.1630913685275057e-8,5589134621349181000,1.0591363096659446e-8,5381143087315763000,1.142443553677418e-8,5465203033097906000
,,1.871680091690458e-8,11955277120384160000,1.6937350062601062e-8,10443821975811387000,1.181005511029573e-8,6191459509063244000,1.0606916804722257e-8,5141683351154242000,1.1399125782946367e-8,4291954319849003000
,,1.8685720078020836e-8,11608760500284142000,1.7240443463107045e-8,10497834833206501000,1.1732340847521873e-8,5955501632083347000,1.0608069404252314e-8,4948046630104588000,1.1535442684865698e-8,4855082613493015000
,,1.8889116195012973e-8,12253238613091758000,1.7620827601486034e-8,10501776199859468000,1.1864077226773771e-8,6609996814315801000,1.055206775395534e-8,4862071006433153000,1.15709370033578e-8,4588588830957801500
,,1.9111918228712613e-8,11776695628447465000,1.7679986516160205e-8,10817362119230413000,1.1814659122822996e-8,6367410691838953000,1.0694322801217696e-8,4698855250265459000,1.163096556821789e-8,5184824417221102000
,,1.9228831780793444e-8,12231349814662314000,1.7968806654713056e-8,10501363880151132000,1.2148928950522073e-8,6226171592417219000,1.0904868572436835e-8,4455901317633868000,1.1678598100736021e-8,5490030218543133000
,,1.91926313055312e-8,11953363867302767000,1.800045966188771e-8,10919802054419083000,1.2180377995871287e-8,6639283697887300000,1.0969936966544007e-8,5866939843261370000,1.1707748332618081e-8,5339917699138195000
,,1.944338891423837e-8,11608509074896777000,1.797030056669978e-8,10689148616882026000,1.216455130370925e-8,6449892119040317000,1.094439858568238e-8,5410261391233004000,1.182037103572957e-8,4458384036178391000
,,1.95182921673406e-8,11995830748467704000,1.8252147977762604e-8,10513919911617130000,1.2465379781054252e-8,6230248154965633000,1.0946234443659618e-8,5101837251056964000,1.1858882256643083e-8,4979721493241356000
,,1.9554544431551712e-8,11240479823405570000,1.8330452868458597e-8,10862591798540392000,1.252911119163452e-8,6599999529970880000,1.0947367886410783e-8,4911418868861319000,1.1929344372461956e-8,4732472660539836000
,,1.9625047117911715e-8,11004008495027423000,1.836640635027236e-8,10634818025748939000,1.2753045635621922e-8,6323074242769177000,1.0998947513579974e-8,5740294378000263000,1.2136995873670024e-8,4433227354136203300
,,1.9785547046117126e-8,11715631079643034000,1.8700590477936664e-8,10629693907634483000,1.2801073595984364e-8,6799204488085412000,1.1025472810639925e-8,4674849069629929000,1.2209761301896545e-8,5093692883344771000
,,1.9901525409294267e-8,11340663055147100000,1.8906871338975154e-8,10924715381552212000,1.2858639716557595e-8,6622349105345958000,1.1254227556310569e-8,4522468144343388000,1.222785168676443e-8,5309680639333605000
,,1.9899096308403858e-8,11035325073222668000,1.9051846367824337e-8,10555164630499596000,1.308619830383189e-8,6369517937517175000,1.1275036926662655e-8,5879112060569930000,1.2267420469681543e-8,4901205569028694000
,,2.00367991396919e-8,11729628437393818000,1.9246280672798345e-8,10864330712092936000,1.3140595573896585e-8,6725029440212019000,1.1265696081274464e-8,5549523511072989000,1.22485920927125e-8,4673568302126801000
,,,,1.9379802940782748e-8,10558424625318193000,1.3254897687957685e-8,6510780025073580000,1.1284303699172457e-8,5271719566279393000,1.2468677359311865e-8,4381584161291596000
,,,,1.9537420216418585e-8,11145054103776952000,1.3256717581952512e-8,6205037833942546000,1.1285516961835676e-8,5067891438858705000,1.2607130366472426e-8,5202356701263901000
,,,,1.9439951422756925e-8,10286330188782440000,1.3559400435494343e-8,6623283956155931000,1.128665040458684e-8,4877473056663063000,1.2586102608840962e-8,4937318833924551000
,,,,1.9715470622644e-8,10739783269759965000,1.3541759809224246e-8,6316666513082591000,1.1400689112938163e-8,4707475800767273000,1.2592820252639415e-8,4758179963141059000
,,,,1.9873245655385626e-8,11346242816417505000,1.3680345801195862e-8,6242393552783745000,1.1585389196634269e-8,4534183578901903400,1.258261735220104e-8,4573416662074607600
,,,,1.987109442212475e-8,11075832795525020000,1.3895732992166404e-8,6678035124904983000,1.154705169287481e-8,5753045130031393000,1.2815034098602581e-8,4453840048224987000
,,,,1.9953916902668587e-8,10805584117127100000,1.387693426259327e-8,6445417095490931000,1.1644988809286981e-8,5439839457843677000,1.2945730264760596e-8,5283091030230231000
,,,,1.995164615644877e-8,10520151317296142000,1.3948253354013374e-8,6331625828866974000,1.1624049172838426e-8,5159997231775875000,1.2924698675773354e-8,5018696830661683000
,,,,,,1.4155864945265415e-8,7056326774386209000,1.1625198579572001e-8,4966896900535222000,1.2925768262594875e-8,4839006244646074000
,,,,,,1.4202022519837238e-8,6761624361262897000,1.1536630405157058e-8,5604970891900662000,1.291494696308929e-8,4622501802963671000
,,,,,,1.4215322797754321e-8,6561660429813180000,1.1702952296188104e-8,4789329980294031000,1.297880061216345e-8,5423824390689194000
,,,,,,1.4357645691941926e-8,6387046390204197000,1.1923214203216221e-8,4745099714512972000,1.3201311920332206e-8,4436560633663572000
,,,,,,1.4387015428582133e-8,6200057071430386000,1.1934061729264336e-8,5296278556820120000,1.3285768837143627e-8,5122128111260346000
,,,,,,1.4496919465489067e-8,6724684618191946000,1.1963603078715468e-8,5080458285812464000,1.3236555072167713e-8,4845213041007383000
,,,,,,1.4677299163412072e-8,6486029466743923000,1.2049672889883125e-8,4862109319990940000,1.3251746397829798e-8,4666633548167563000
,,,,,,1.4737906042539736e-8,6250433926553375000,1.2301480766439375e-8,5282523989575002000,1.333815578570902e-8,5408477074113264000
,,,,,,1.4961123566882763e-8,6726901331178127000,1.2302805776979468e-8,5059922218839251000,1.3325528731735888e-8,4139017543898710000
,,,,,,1.5004092526015444e-8,6440427818854820000,1.235104893182481e-8,4866949599457884000,1.3383607296144504e-8,3876071596814465000
,,,,,,1.51400843708453e-8,6274513085394209000,1.2640970816386772e-8,5213712839791628000,1.3562381404442622e-8,4482564767412248600
,,,,,,1.530806651604707e-8,6762324952033837000,1.2644115720921695e-8,4685368877924841000,1.3588328608381076e-8,5086339416932588000
,,,,,,1.5361643161396885e-8,6502189274005598000,1.2727463673088312e-8,4924292224277363000,1.3603838415492256e-8,4854255040644841000
,,,,,,1.532049652886588e-8,6030404637554670000,1.2913181194596732e-8,5371258189407019000,1.3604748362489671e-8,4701383945079325000
,,,,,,1.5496391335977992e-8,6319157502490382000,1.301123410309466e-8,4722124351027395000,1.3656522750244275e-8,5497539675869157000
,,,,,,1.5610120206236407e-8,6743741781834623000,1.3059881678827738e-8,5094159214076680000,1.3629240304304274e-8,5333864157008032000
,,,,,,1.5684711594771072e-8,6554917243642872000,1.301039333335436e-8,4863373667397872000,1.3523379944141984e-8,4129898917145680000
,,,,,,1.5770812193619095e-8,6331395947520260000,1.3284303343558318e-8,5368331033592177000,1.3907257847182522e-8,4515805842350625000
,,,,,,1.5977432981339434e-8,7006773411966282000,1.3322334870988237e-8,4675586149503521000,1.396378471250081e-8,5146495534012144000
,,,,,,1.5937689631238033e-8,6778745048227772000,1.3398658670894125e-8,5039650089708562000,1.3922566166029992e-8,4882705593983527000
,,,,,,1.605204123364461e-8,6556181591049806000,1.3363636354148632e-8,4857626633729995000,1.3996134126457992e-8,5408345713343713000
,,,,,,1.6247473902715472e-8,6953378244615645000,1.3585831043332913e-8,5505930345024256000,1.4056992020204324e-8,4678472437523390000
,,,,,,1.6305024059306296e-8,6779204810921202000,1.3618071902209697e-8,5311305134183727000,1.4235568029993432e-8,4455132260037585000
,,,,,,1.6383109370642758e-8,6545929977659394000,1.3661356644118256e-8,4685445505040413000,1.4292805002274777e-8,5196687687931881000
,,,,,,1.6476860365975803e-8,6393463911133325000,1.3716149820946733e-8,4974444671419032000,1.4281637180688655e-8,4915096970408761000
,,,,,,1.6671934909707917e-8,6850825621608872000,1.3962472473146645e-8,5366951745511887000,1.4376974083645761e-8,4722252062886681000
,,,,,,1.6721850481758195e-8,6602940551644727000,1.3941444715515184e-8,5101913878172537000,1.4391360824594347e-8,5470030541378920000
,,,,,,1.6702638969211294e-8,6439670061823054000,1.4000479522470203e-8,4678319183292246000,1.4573494698117922e-8,4541080019303354400
,,,,,,1.693788421401638e-8,7053265172814049000,1.4083883348575263e-8,4907855707987237000,1.4634068699043716e-8,5309411593016711000
,,,,,,1.7048908390355802e-8,6814300029853032000,1.4301394205320219e-8,5393617981730834000,1.4632146939637313e-8,5029457467034106000
,,,,,,1.7097428254229595e-8,6574840293691511000,1.4280328134130969e-8,5135016792099506000,1.4677735512264636e-8,4830347380586476000
,,,,,,1.7286173611068586e-8,7146080114855326000,1.43395225809101e-8,4684602606769125000,1.4865574753461992e-8,5553814629545003000
,,,,,,1.740148697085186e-8,6848252808152707000,1.4394789888016178e-8,4893947886510975000,1.4905062621793976e-8,4616404473910323000
,,,,,,1.7408055423978325e-8,6607866580502909000,1.4626895549613809e-8,5459583711289315000,1.4934647872196732e-8,4393208843028891600
,,,,,,1.755799959593238e-8,7310662620120760000,1.4640723019045269e-8,5114538195462971000,1.498591380711155e-8,5274784650902260000
,,,,,,1.771904541150912e-8,7011496428726063000,1.4646797314352567e-8,5280838193032425000,1.494196240929752e-8,5063217184808833000
,,,,,,1.7746587634981072e-8,6699972373420077000,1.4678597567314816e-8,4685522132155986000,1.5016577424526152e-8,4870423362030469000
,,,,,,1.7863635554016828e-8,7380749561620541000,1.4754202988012215e-8,4868868926257441000,1.5186078884739638e-8,5555097586394292000
,,,,,,1.7913265978933664e-8,7180769210074628000,1.4955540734176822e-8,5630334467154891000,1.5258457300421146e-8,4585178924314859500
,,,,,,1.805583791124687e-8,6964316765363503000,1.4957057312505845e-8,5375549307879029000,1.5217528842316422e-8,4340470230736677000
,,,,,,1.8170325047864116e-8,6718983560793412000,1.4978775170291238e-8,5117753797634284000,1.5296461955147344e-8,5321086585486455000
,,,,,,1.823631327212508e-8,7284999502505662000,1.5073003716755253e-8,4885059141104658000,1.5298191652641553e-8,5030497406459722000
,,,,,,1.8416564048796197e-8,7020052349286967000,1.507407330357678e-8,4705368555089052000,1.5376100447943935e-8,4826877266924157000
,,,,,,1.859030539070006e-8,7369182516079481000,1.5295324521400577e-8,5512175454943349000,1.5535368539318336e-8,5535355157403785000
,,,,,,1.859183261168402e-8,7112609390773613000,1.5268115509779667e-8,5336162970475182000,1.5605846328865397e-8,4613477318095487000
,,,,,,1.8593560712779985e-8,6822288406651382000,1.5297917870343207e-8,5076492832581628000,1.555663256388948e-8,4336562247842521000
,,,,,,1.890063988743792e-8,7451377868716044000,1.5349796822182605e-8,5855081797126652000,1.5691666569774697e-8,5386481443033926000
,,,,,,1.8901878692472993e-8,7243258622823340000,1.5401424341299025e-8,4777060884417923000,1.5636752598812645e-8,5117775691095874000
,,,,,,1.8903018520817127e-8,7051767461009693000,1.565608498151208e-8,5667636547015188000,1.5714696514876323e-8,4908255263661289000
,,,,,,1.890410726441754e-8,6868858536140077000,1.563503168150876e-8,5406889798147850000,1.5944825531375646e-8,4630488537752402000
,,,,,,1.8905093838530526e-8,6703114085158517000,1.5636506753483516e-8,5159077706389015000,1.590344552062559e-8,4393824596636164000
,,,,,,1.9240181022129027e-8,7373984481988639000,1.568025844187759e-8,4929483711357346000,1.597452173145616e-8,5338078648364474000
,,,,,,1.9241327236066125e-8,7181420540556986000,1.5689389041617426e-8,5769106173455217000,1.5975779693270126e-8,5126741063617761000
,,,,,,1.92424766427997e-8,6988320209316334000,1.5761258890430708e-8,4771599925314847000,1.5839338728401777e-8,4313190977593157600
,,,,,,1.91871734167332e-8,6785009314925756000,1.5959171564169083e-8,5543343534202132000,1.6062024310045183e-8,4879024755753390000
,,,,,,1.957979559113923e-8,7284254129654192000,1.5991386082474895e-8,5353143539285871000,1.6317875065146962e-8,4620235829688908000
,,,,,,1.9580944997872803e-8,7091153798413539000,1.5993004830291345e-8,5081193906121951000,1.6313495612638944e-8,5355983851036396000
,,,,,,1.9582062476641556e-8,6903417365262907000,1.6099675096494606e-8,4883194547959081000,1.6315001548313022e-8,5102986657790540000
,,,,,,1.9583238490012485e-8,6705847118947238000,1.6169931518818903e-8,5739119428894829000,1.6352617252010627e-8,4886996712455543000
,,,,,,1.9876534096190594e-8,7277012867232668000,1.6328815714425808e-8,5419499215721368000,1.6433023270275835e-8,4263843115164991500
,,,,,,1.9854439944534087e-8,7032891648207200000,1.6314602448752758e-8,5170035383915766000,1.662260194699667e-8,4695085196179331000
,,,,,,1.985558935126766e-8,6839791316966550000,1.6451752214440143e-8,4915081644985647000,1.6572845406618788e-8,4509356393456675000
,,,,,,1.9856770685966055e-8,6641327087635878000,1.648035647812376e-8,5806117070276342000,1.6681035089192388e-8,5321995468218376000
,,,,,,1.9952538616448257e-8,6376069555898552000,1.6487125206665925e-8,5618395962548822000,1.6640355491835682e-8,5035478168971882000
,,,,,,,,1.6680453024655928e-8,5419782310342787000,1.69506147643534e-8,4914532716194095000
,,,,,,,,1.6653687013546916e-8,5169345739875619000,1.6949101572323676e-8,4593339712123244500
,,,,,,,,1.677732912158381e-8,4968352815731083000,1.6991427411022093e-8,5394476205425236000
,,,,,,,,1.6819964661541e-8,5717459497559900000,1.699267260165013e-8,5185284179914531000
,,,,,,,,1.6849379895531075e-8,5522826624007813000,1.729223141026073e-8,4967961166029273000
,,,,,,,,1.679682646543483e-8,4857550006614424000,1.7277629687682348e-8,4783758094318889000
,,,,,,,,1.699171476270549e-8,5346201122615073000,1.7250629272098268e-8,4572701475662606300
,,,,,,,,1.7134432765457757e-8,5105208844142119000,1.7330598181321275e-8,5379304036542042000
,,,,,,,,1.7145184507611405e-8,5672479380719319000,1.731486280313863e-8,5174571709157607000
,,,,,,,,1.718859855777749e-8,5499608607989592000,1.7615938402931347e-8,4913411173866185000
,,,,,,,,1.7158168014506082e-8,4915388153447934000,1.7626868409555254e-8,4659545539977183000
,,,,,,,,1.7373329771239303e-8,5321086585486453000,1.766981684356769e-8,5356086020523821000
,,,,,,,,1.7473771157572247e-8,5061876210286328000,1.769159399614489e-8,5088328985254754000
,,,,,,,,1.751085824612761e-8,5736156513759392000,1.7646421627344712e-8,4539355909202991000
,,,,,,,,1.752776932807667e-8,5484436439106398000,1.7619578190921e-8,4301926791604119600
,,,,,,,,1.7485921344585086e-8,4919495366842577000,1.7956203025305315e-8,4714471856418968000
,,,,,,,,1.7733764566109622e-8,5293903116237396000,1.8008843938025176e-8,5365051393045709000
,,,,,,,,1.7806548352915924e-8,5065907647977794000,1.8010220033308986e-8,5133867385365928000
,,,,,,,,1.7780557393152943e-8,5740179437326905000,1.8005644755950053e-8,4953088694309204000
,,,,,,,,1.7858340072994285e-8,5557746695246911000,1.812678584007593e-8,4539317595645204500
,,,,,,,,1.8077315739153873e-8,5390524435607898000,1.8323661653156728e-8,4694066055542229000
,,,,,,,,1.8130357781140337e-8,5126013106019832000,1.8347909346040442e-8,5367580087859577000
,,,,,,,,1.8175814422855878e-8,5796768562176596000,1.8377803499502847e-8,5092488742957218000
,,,,,,,,1.8177008528740207e-8,5596158773609918000,1.833378122160691e-8,4892829130623629000
,,,,,,,,1.823546863232844e-8,5269114244349958000,1.8493821741673106e-8,4589929805480304600
,,,,,,,,1.8515199110519368e-8,5745658276090280000,1.8687169514641123e-8,5337389004324329000
,,,,,,,,1.8516338938863495e-8,5554167114276633000,1.868840193408324e-8,5130342538049632000
,,,,,,,,1.8517456417632248e-8,5366430681125999000,1.8689612003949972e-8,4927050800437944000
,,,,,,,,1.8490466644703112e-8,5153586096439710000,1.8690825266613188e-8,4723222673017256000
,,,,,,,,1.8864289899488605e-8,5646298449565659000,1.883941801489262e-8,4550190131932432400
,,,,,,,,1.8846953014590505e-8,5394144154591093000,1.900673423397097e-8,5225228800588970000
,,,,,,,,1.885763291882331e-8,5182295722407236000,1.9057246554887554e-8,4877089921085204000
,,,,,,,,1.9216602220108325e-8,5638671497329091000,1.9089903115866318e-8,5087339400790800000
,,,,,,,,1.919543078663517e-8,5397771171394820000,1.9075972306255386e-8,4443807369450496000
,,,,,,,,1.9196564229386332e-8,5207352789199178000,1.9155390838180044e-8,4664712396912876000
,,,,,,,,1.9361960665551333e-8,5903510134167955000,1.9421784093237447e-8,5347427156464220000
,,,,,,,,1.9542439872298036e-8,5648137500339380000,1.9423706156719705e-8,5024520491445131000
,,,,,,,,1.9506221587203603e-8,5403307480494875000,1.942500881768442e-8,4805673449372391000
,,,,,,,,1.9556506421370836e-8,5093386374882486000,1.9464008826713928e-8,4583173848124066000
,,,,,,,,1.967294542850606e-8,5876460762371152000,1.9583134344031994e-8,4688860885048752000
,,,,,,,,1.9773177800697877e-8,5313284303111637000,1.973279695280122e-8,5315657554348198000
,,,,,,,,1.978736407963876e-8,5642633119204147000,1.974711941211396e-8,5019318361710207000
,,,,,,,,1.9776942791921014e-8,5019846237395257000,1.9781957078796233e-8,4652158686036072000
,,,,,,,,1.9898468608022988e-8,5965578097781025000,,
