302; 93721646613370880
310; 370522808921147392
317; 619687365725216768
323; 852016441194778624
329; 1082570973590521856
335; 1325547307502988288
341; 1575621813710724096
347; 1831019949139914752
355; 2080553794387896320
361; 2316366420141890560
366; 2557888460519917568
370; 2868304629742129152
377; 3168635789366373376
385; 3534873592509714432
396; 3746403914458424320
407; 3971682750396542976
418; 4055643428819732480
428; 4102822668985610240
439; 4080310762979741696
450; 3975524587187782656
461; 3846540096752856064
472; 3699164887189275648
483; 3540174486597069824
494; 3318268467933147136
505; 3083779325654882304
516; 2849290183376617472
527; 2614801041098352640
537; 2393347892561507328
546; 2167185307027907584
556; 1922071584173495296
567; 1715652486881072128
577; 1542543877257428992
589; 1417030337411034112
600; 1353865262804980736
611; 1257790480284489728
622; 1101703877449441280
633; 990142173557450752
640; 780003820215695360
652; 651902821673218048
663; 471617904195203072
674; 396837638560522240
685; 248790309367683072
697; 111761214897127424
710; 84119465369534464
721; 29170929559412736
735; 1500052793120768
745; -12408203686780928
758; 975762496495616
