t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1
0.5,617.9999999999995,1.668126679260037e+18,579204660090745.0,1.6675474745999455e+18
1.05,617.9999999999995,2.574122641397062e+18,893852994781759.4,2.5732287884022815e+18
1.6550000000000002,617.9999999999995,3.3054248546981627e+18,1147829756868041.2,3.3042770249412997e+18
2.3205000000000005,617.9999999999995,3.9616646317115986e+18,1375735386974135.5,3.960288896324629e+18
3.052550000000001,617.9999999999995,4.5796412644548403e+18,1590353146324640.8,4.5780509113085117e+18
3.8578050000000013,617.9999999999995,5.177359578585959e+18,1797936205039096.0,5.175561642380924e+18
4.743585500000002,617.9999999999995,5.765246560700215e+18,2002104835061055.8,5.763244455865156e+18
5.7179440500000025,617.9999999999995,6.350243119950338e+18,2205268887954140.5,6.348037851062387e+18
6.789738455000004,617.9999999999995,6.937528429212681e+18,2409227078505986.0,6.935119202134177e+18
7.9687123005000045,617.9999999999995,7.531265447036382e+18,2615425713435245.0,7.528650021322942e+18
9.265583530550005,617.9999999999995,8.134923309654152e+18,2825070295251271.5,8.132098239358902e+18
10.692141883605007,617.9999999999995,8.751433983282678e+18,3039179637022521.0,8.748394803645657e+18
12.261356071965508,617.9999999999995,9.38329910391608e+18,3258622823357408.5,9.380040481092729e+18
13.98749167916206,617.9999999999995,1.0032689553100462e+19,3484153776072160.0,1.0029205399324391e+19
15.886240847078268,617.9999999999995,1.0701544942208256e+19,3716445865587014.0,1.0697828496342671e+19
17.974864931786097,617.9999999999995,1.1391666822573756e+19,3956124373039353.5,1.1387710698200717e+19
20.272351424964707,617.9999999999995,1.210479774023536e+19,4203794033109952.5,1.2100593946202247e+19
22.79958656746118,617.9999999999995,1.2842681508885565e+19,4460060033940931.0,1.2838221448851634e+19
25.5795452242073,617.9999999999995,1.3607104295013366e+19,4725542328384706.0,1.3602378752684988e+19
28.637499746628034,617.9999999999995,1.4399919299697832e+19,5000884226153820.0,1.4394918415471686e+19
32.00124972129084,617.9999999999995,1.522305936517255e+19,5286756775757729.0,1.5217772608396798e+19
35.70137469341993,617.9999999999995,1.6078541940134912e+19,5583860482320972.0,1.6072958079652592e+19
39.77151216276192,617.9999999999995,1.696847006433077e+19,5892925637726568.0,1.696257713869305e+19
44.24866337903812,617.9999999999995,1.789503194309592e+19,6214712159488038.0,1.7888817230936445e+19
49.173529716941935,617.9999999999995,1.8860500664037155e+19,6550009479584165.0,1.8853950654557585e+19
54.59088268863613,617.9999999999995,1.9867234840012337e+19,6899636756664123.0,1.986033520325569e+19
60.549970957499745,617.9999999999995,2.0917680468731867e+19,7264443512813849.0,2.0910416025219064e+19
67.10496805324972,617.9999999999995,2.2014374024651395e+19,7645310700290490.0,2.2006728713951113e+19
74.3154648585747,617.9999999999995,2.3159946669628887e+19,8043152158572301.0,2.3151903517470314e+19
82.24701134443217,617.9999999999995,2.4357129423734034e+19,8458916406344705.0,2.43486705073277e+19
90.97171247887539,617.9999999999995,2.560875913590896e+19,8893588712453263.0,2.559986554719652e+19
100.56888372676293,617.9999999999995,2.6917785112482275e+19,9348193396237756.0,2.690843691908605e+19
111.12577209943923,617.9999999999995,2.8287276287506465e+19,9823796316719664.0,2.827745249118976e+19
122.73834930938317,617.9999999999995,2.9720428846264136e+19,1.0321507519664772e+16,2.971010733874447e+19
135.5121842403215,617.9999999999995,3.12205742389101e+19,1.084248402048093e+16,3.1209731754889638e+19
149.56340266435365,617.9999999999995,3.279118754355479e+19,1.1387932708704374e+16,3.2779799610846106e+19
165.01974293078902,617.9999999999995,3.4435896156575863e+19,1.1959113366275478e+16,3.44239370432096e+19
182.02171722386794,617.9999999999995,3.6158488802591797e+19,1.2557341796915582e+16,3.6145931460794892e+19
200.72388894625473,617.9999999999995,3.796292486772748e+19,1.318399306782273e+16,3.794974087465968e+19
221.2962778408802,617.9999999999995,3.98533440681061e+19,1.3840504867801922e+16,3.9839503563238285e+19
243.92590562496824,617.9999999999995,4.1834076471524e+19,1.4528380988046876e+16,4.181954809053598e+19
268.8184961874651,617.9999999999995,4.390965289456842e+19,1.5249194933291644e+16,4.389440369963514e+19
296.2003458062116,617.9999999999995,4.60848157005091e+19,1.6004593672122208e+16,4.606881110683702e+19
326.32038038683277,617.9999999999995,4.836453002551814e+19,1.6796301536013268e+16,4.834773372398213e+19
359.45241842551604,617.9999999999995,5.075399546244042e+19,1.7626124277237268e+16,5.07363693381632e+19
395.8976602680677,617.9999999999995,5.325865823266758e+19,1.849595329625595e+16,5.324016227937134e+19
435.98742629487447,617.9999999999995,5.588422387780419e+19,1.940777004960049e+16,5.5864816107754594e+19
480.08616892436197,617.9999999999995,5.863667050387282e+19,2.0363650649613704e+16,5.861630685322321e+19
528.5947858167982,617.9999999999995,6.1522262611839e+19,2.1365770667787804e+16,6.150089684117124e+19
581.9542643984781,617.9999999999995,6.4547565549309256e+19,2.241641015380353e+16,6.452514913915545e+19
640.649690838326,617.9999999999995,6.771946061938351e+19,2.351795888276802e+16,6.769594266050072e+19
705.2146599221587,617.9999999999995,7.104516088385655e+19,2.46729218435709e+16,7.102048796201299e+19
776.2361259143746,617.9999999999995,7.453222769926649e+19,2.5883924981729532e+16,7.450634377428474e+19
854.3597385058122,617.9999999999995,7.818858802569717e+19,2.7153721210584588e+16,7.816143430448662e+19
940.2957123563934,617.9999999999995,8.202255254975557e+19,2.848519670523237e+16,8.199406735305043e+19
1034.8252835920327,617.9999999999995,8.604283466477763e+19,2.988137749414671e+16,8.601295328728356e+19
1138.807811951236,617.9999999999995,9.025857035305642e+19,3.134543636404893e+16,9.022722491669232e+19
1253.1885931463598,617.9999999999995,9.467933901675797e+19,3.2880700094232024e+16,9.46464583166637e+19
1379.0074524609959,617.9999999999995,9.931518530617423e+19,3.4490657037236708e+16,9.928069464913699e+19
1517.4081977070955,617.9999999999995,1.041766419960826e+20,3.617896506351017e+16,1.0414046303101916e+20
1669.6490174778053,617.9999999999995,1.0927475396322243e+20,3.794945988846012e+16,1.0923680450333403e+20
1837.113919225586,299.9999999999999,1.092747425930354e+20,537848381738.1403,1.092747420551871e+20
1840.113919225586,299.9999999999999,1.0927474241942276e+20,458458524288.0597,1.0927474196096426e+20
1843.113919225586,299.9999999999999,1.0927474224581401e+20,458449252450.30396,1.0927474178736467e+20
1846.113919225586,299.9999999999999,1.0927474207220582e+20,458449250722.9198,1.0927474161375666e+20
1849.113919225586,299.9999999999999,1.0927474189859848e+20,458449250078.1126,1.092747414401493e+20
1852.113919225586,299.9999999999999,1.0927474172499183e+20,458449249433.4344,1.0927474126654262e+20
1855.113919225586,299.9999999999999,1.09274741551386e+20,458449248788.7586,1.0927474109293676e+20
