0.5,0.001,4.77859323752e+17
0.5,0.001025,4.77859321862e+17
0.5,0.00105,4.77859319977e+17
0.5,0.001075,4.77859318098e+17
0.5,0.0011,4.77859316224e+17
0.5,0.001125,4.77859314355e+17
0.5,0.00115,4.77859312491e+17
0.5,0.001175,4.77859310632e+17
0.5,0.0012,4.77859308779e+17
0.5,0.001225,4.7785930693e+17
0.5,0.00125,4.77859305087e+17
0.5,0.001275,4.77859303249e+17
0.5,0.0013,4.77859301417e+17
0.5,0.001325,4.77859299589e+17
0.5,0.00135,4.77859297766e+17
0.5,0.001375,4.77859295949e+17
0.5,0.0014,4.77859294137e+17
0.5,0.001425,4.7785929233e+17
0.5,0.00145,4.77859290527e+17
0.5,0.001475,4.7785928873e+17
0.525,0.001,4.77858724996e+17
0.525,0.001025,4.77858708723e+17
0.525,0.00105,4.77858692481e+17
0.525,0.001075,4.7785867627e+17
0.525,0.0011,4.77858660091e+17
0.525,0.001125,4.77858643943e+17
0.525,0.00115,4.77858627825e+17
0.525,0.001175,4.77858611739e+17
0.525,0.0012,4.77858595682e+17
0.525,0.001225,4.77858579656e+17
0.525,0.00125,4.7785856366e+17
0.525,0.001275,4.77858547877e+17
0.525,0.0013,4.7785853194e+17
0.525,0.001325,4.77858516033e+17
0.525,0.00135,4.77858500155e+17
0.525,0.001375,4.77858484306e+17
0.525,0.0014,4.77858468486e+17
0.525,0.001425,4.77858452694e+17
0.525,0.00145,4.77858436931e+17
0.525,0.001475,4.77858421195e+17
0.55,0.001,4.77856865699e+17
0.55,0.001025,4.77856805644e+17
0.55,0.00105,4.77856745683e+17
0.55,0.001075,4.77856685812e+17
0.55,0.0011,4.77856626174e+17
0.55,0.001125,4.77856566462e+17
0.55,0.00115,4.77856506819e+17
0.55,0.001175,4.77856447239e+17
0.55,0.0012,4.77856387713e+17
0.55,0.001225,4.77856328381e+17
0.55,0.00125,4.77856268945e+17
0.55,0.001275,4.77856209543e+17
0.55,0.0013,4.77856150166e+17
0.55,0.001325,4.77856090946e+17
0.55,0.00135,4.77856031599e+17
0.55,0.001375,4.77855972253e+17
0.55,0.0014,4.77751754905e+17
0.55,0.001425,4.77751694318e+17
0.55,0.00145,4.77751633811e+17
0.55,0.001475,4.77751573107e+17
0.575,0.001,4.77634338684e+17
0.575,0.001025,4.77439651685e+17
0.575,0.00105,4.77439366131e+17
0.575,0.001075,4.77439073736e+17
0.575,0.0011,4.77438774056e+17
0.575,0.001125,4.77438466698e+17
0.575,0.00115,4.77438151384e+17
0.575,0.001175,4.77437827636e+17
0.575,0.0012,4.77839868367e+17
0.575,0.001225,4.77839639934e+17
0.575,0.00125,4.77839406709e+17
0.575,0.001275,4.77712630844e+17
0.575,0.0013,4.77712373483e+17
0.575,0.001325,4.77712109857e+17
0.575,0.00135,4.77711839499e+17
0.575,0.001375,4.77711562307e+17
0.575,0.0014,4.77711277714e+17
0.575,0.001425,4.77710985608e+17
0.575,0.00145,4.7771068559e+17
0.575,0.001475,4.77710377266e+17
0.6,0.001,4.78984544898e+17
0.6,0.001025,4.78982597889e+17
0.6,0.00105,4.78901024101e+17
0.6,0.001075,4.78898750547e+17
0.6,0.0011,4.7889633939e+17
0.6,0.001125,4.78893785047e+17
0.6,0.00115,4.78891081957e+17
0.6,0.001175,4.78888224589e+17
0.6,0.0012,4.78885207442e+17
0.6,0.001225,4.78882025058e+17
0.6,0.00125,4.78878672025e+17
0.6,0.001275,4.78875142981e+17
0.6,0.0013,4.78871432622e+17
0.6,0.001325,4.78867535704e+17
0.6,0.00135,4.7886344705e+17
0.6,0.001375,4.78859161553e+17
0.6,0.0014,4.78854674177e+17
0.6,0.001425,4.78849979965e+17
0.6,0.00145,4.78845074042e+17
0.6,0.001475,4.78839951613e+17
0.625,0.001,4.77810527819e+17
0.625,0.001025,4.77753859018e+17
0.625,0.00105,4.77694835114e+17
0.625,0.001075,4.76793028747e+17
0.625,0.0011,4.76719728355e+17
0.625,0.001125,4.76643946652e+17
0.625,0.00115,4.76565696713e+17
0.625,0.001175,4.76484993125e+17
0.625,0.0012,4.76401851861e+17
0.625,0.001225,4.76316290147e+17
0.625,0.00125,4.7596714256e+17
0.625,0.001275,4.75877321862e+17
0.625,0.0013,4.75785024668e+17
0.625,0.001325,4.77691598164e+17
0.625,0.00135,4.77615086769e+17
0.625,0.001375,4.7753639676e+17
0.625,0.0014,4.77087633096e+17
0.625,0.001425,4.77000884973e+17
0.625,0.00145,4.76911971151e+17
0.625,0.001475,4.76820909522e+17
0.65,0.001,4.69844701382e+17
0.65,0.001025,4.69444766598e+17
0.65,0.00105,4.69038723781e+17
0.65,0.001075,4.68631747823e+17
0.65,0.0011,4.71113771027e+17
0.65,0.001125,4.70732220719e+17
0.65,0.00115,4.7034403508e+17
0.65,0.001175,4.69950066481e+17
0.65,0.0012,4.6784721002e+17
0.65,0.001225,4.67454169776e+17
0.65,0.00125,4.65218909237e+17
0.65,0.001275,4.64579791335e+17
0.65,0.0013,4.67440639745e+17
0.65,0.001325,4.66284499137e+17
0.65,0.00135,4.65885340951e+17
0.65,0.001375,4.64634480309e+17
0.65,0.0014,4.63187121596e+17
0.65,0.001425,4.62786633476e+17
0.65,0.00145,4.62382343672e+17
0.65,0.001475,4.61984419761e+17
0.675,0.001,4.50435346077e+17
0.675,0.001025,4.49909712583e+17
0.675,0.00105,4.48581236936e+17
0.675,0.001075,4.50040837503e+17
0.675,0.0011,4.48803526929e+17
0.675,0.001125,4.48276068682e+17
0.675,0.00115,4.47450929004e+17
0.675,0.001175,4.48093253661e+17
0.675,0.0012,4.46846074084e+17
0.675,0.001225,4.46283970757e+17
0.675,0.00125,4.45653396372e+17
0.675,0.001275,4.45308609e+17
0.675,0.0013,4.45222218973e+17
0.675,0.001325,4.44839786411e+17
0.675,0.00135,4.44350612482e+17
0.675,0.001375,4.44145392901e+17
0.675,0.0014,4.43851377553e+17
0.675,0.001425,4.43594257621e+17
0.675,0.00145,4.43353343201e+17
0.675,0.001475,4.43173448598e+17
0.7,0.001,4.37986962305e+17
0.7,0.001025,4.3890551663e+17
0.7,0.00105,4.39225710978e+17
0.7,0.001075,4.38993585891e+17
0.7,0.0011,4.3934548261e+17
0.7,0.001125,4.40685010275e+17
0.7,0.00115,4.41138463172e+17
0.7,0.001175,4.41528965024e+17
0.7,0.0012,4.42935559272e+17
0.7,0.001225,4.41753573024e+17
0.7,0.00125,4.39846940755e+17
0.7,0.001275,4.40235653746e+17
0.7,0.0013,4.40601870503e+17
0.7,0.001325,4.43715585796e+17
0.7,0.00135,4.45330789781e+17
0.7,0.001375,4.46038428902e+17
0.7,0.0014,4.48472436372e+17
0.7,0.001425,4.49294080145e+17
0.7,0.00145,4.43755489772e+17
0.7,0.001475,4.44422384856e+17
0.725,0.001,4.32881569281e+17
0.725,0.001025,4.34659340779e+17
0.725,0.00105,4.33631395179e+17
0.725,0.001075,4.3581886343e+17
0.725,0.0011,4.36711167157e+17
0.725,0.001125,4.35860845795e+17
0.725,0.00115,4.36740051161e+17
0.725,0.001175,4.3767131157e+17
0.725,0.0012,4.39583318903e+17
0.725,0.001225,4.41999128231e+17
0.725,0.00125,4.40754114506e+17
0.725,0.001275,4.42947552507e+17
0.725,0.0013,4.43475251337e+17
0.725,0.001325,4.48458383419e+17
0.725,0.00135,4.54361935412e+17
0.725,0.001375,4.55834025222e+17
0.725,0.0014,4.5727231371e+17
0.725,0.001425,4.49119046658e+17
0.725,0.00145,4.5248253455e+17
0.725,0.001475,4.54363562205e+17
0.75,0.001,4.1401945457e+17
0.75,0.001025,4.15212179269e+17
0.75,0.00105,4.17865922968e+17
0.75,0.001075,4.16902215289e+17
0.75,0.0011,4.22209945971e+17
0.75,0.001125,4.23615484322e+17
0.75,0.00115,4.18854123676e+17
0.75,0.001175,4.21508312525e+17
0.75,0.0012,4.22763900819e+17
0.75,0.001225,4.25526742303e+17
0.75,0.00125,4.27025445106e+17
0.75,0.001275,4.29381583536e+17
0.75,0.0013,4.30952526733e+17
0.75,0.001325,4.34360494568e+17
0.75,0.00135,4.38409966678e+17
0.75,0.001375,4.40065824461e+17
0.75,0.0014,4.31936903392e+17
0.75,0.001425,4.39962431681e+17
0.75,0.00145,4.47429528084e+17
0.75,0.001475,4.38081565415e+17
0.775,0.001,3.7120594147e+17
0.775,0.001025,3.69285770962e+17
0.775,0.00105,3.70230014624e+17
0.775,0.001075,3.73559883002e+17
0.775,0.0011,3.75341110171e+17
0.775,0.001125,3.77932375382e+17
0.775,0.00115,3.7622937736e+17
0.775,0.001175,3.79849096367e+17
0.775,0.0012,3.81186245909e+17
0.775,0.001225,3.83910783183e+17
0.775,0.00125,3.79363499059e+17
0.775,0.001275,3.81726272859e+17
0.775,0.0013,3.86474638989e+17
