300.190472593,2.0169848613331466e+17
300.590472593,1.1107628900036509e+17
300.990472593,1.2969545480663291e+17
301.390472593,1.52005450302299e+17
301.790472593,1.3309549459671022e+17
302.190472593,-1.0512900663144938e+17
302.590472593,4.718263391572986e+16
302.990472593,-3.464021416181621e+16
303.390472593,-1.2017251699459728e+17
303.790472593,-1.1964668866935494e+17
304.190472593,-2.1892015501025853e+17
304.590472593,3.0749054700068064e+16
304.990472593,-2.513814478312728e+16
305.390472593,-2.923859378375735e+17
305.790472593,-5.550937791433693e+16
306.190472593,1.1005531401411707e+17
306.590472593,-2.2016215302251523e+17
306.990472593,-1.0819213679880506e+17
307.390472593,3.559209168064893e+16
307.790472593,2.5862457183158474e+17
308.190472593,8.03589888684864e+16
308.590472593,3.605063821718523e+16
308.990472593,-3.490123671890997e+17
309.390472593,1.661031210971154e+17
309.790472593,-1.2632784608666925e+17
310.190472593,-3.173670370292557e+16
310.590472593,3.033848583798754e+17
310.990472593,-4.14204728007993e+16
311.390472593,2.947786917683164e+17
311.790472593,-1.293472033637311e+17
312.190472593,9.08188545917985e+16
312.590472593,5.754501466252176e+17
312.990472593,2.725857813814135e+17
313.390472593,2.9659759046107194e+17
313.790472593,1.645845747035176e+17
314.190472593,2.4054184298626803e+17
314.590472593,-5344841748184512.0
314.990472593,1.6238150215863952e+17
315.390472593,3.121327915058253e+17
315.790472593,7.903421053031594e+16
316.190472593,1.1849621121173693e+17
316.590472593,2.1389787782875386e+17
316.990472593,1.147184916783289e+17
317.390472593,1.939450429615436e+17
317.790472593,1.6072153369638106e+17
318.190472593,2.8774106669776096e+17
318.590472593,2.290141447242987e+17
318.990472593,2.2475535759723795e+17
319.390472593,3.9695989916410394e+17
319.790472593,4.527257278134358e+16
320.190472593,1.8950919741173923e+17
320.590472593,4.5112325212102586e+17
320.990472593,6.349605405286373e+16
321.390472593,1.447095060689152e+17
321.790472593,3.438948860695954e+17
322.190472593,4.125092419763813e+17
322.590472593,2.64052220206488e+16
322.990472593,3.6917245910101254e+17
323.390472593,2.052965396765135e+17
323.790472593,1.9674081986535072e+17
324.190472593,4.581042430747849e+17
324.590472593,1.791038278044292e+17
324.990472593,5.6299541554955136e+17
325.390472593,3.1949511911852314e+17
325.790472593,-8.596494541060358e+16
326.190472593,4.293753436964331e+17
