t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1
0.1,300.0000000000006,8.920258104752506e+17,6744425191628174.0,8.852813852836221e+17
0.1925925925925926,300.0000000000006,1.550482901538785e+18,8688085039598940.0,1.5417948164991864e+18
0.2925925925925926,300.0000000000006,2.1151187580151176e+18,1.0788668696069598e+16,2.1043300893190474e+18
0.4005925925925926,300.0000000000006,2.608355612017442e+18,1.2926359290815016e+16,2.595429252726628e+18
0.5172325925925927,300.0000000000006,3.0528785330161106e+18,1.5031541397645262e+16,3.037846991618465e+18
0.6432037925925927,300.0000000000006,3.466042229427018e+18,1.7093232553249178e+16,3.4489489968737695e+18
0.7792526885925928,300.0000000000006,3.859600217101002e+18,1.911941011069317e+16,3.840480806990309e+18
0.9261854962725928,300.0000000000006,4.2413646395495526e+18,2.1117334495947148e+16,4.2202473050536084e+18
1.084872928566993,300.0000000000006,4.616684020939233e+18,2.3095640110810144e+16,4.5935883808284283e+18
1.256255355444945,300.0000000000006,4.989349338301148e+18,2.506672231264395e+16,4.964282615988502e+18
1.4413483764731332,300.0000000000006,5.362135230782936e+18,2.704421129684906e+16,5.335091019486088e+18
1.6412488391835767,300.0000000000006,5.737154525926099e+18,2.9039824513566828e+16,5.708114701412539e+18
1.8571413389108555,300.0000000000006,6.116092400182221e+18,3.106263198828465e+16,6.085029768193936e+18
2.090305238616317,300.0000000000006,6.500356301485856e+18,3.311965342282489e+16,6.467236648063029e+18
2.342122250298215,300.0000000000006,6.891167482191554e+18,3.521675347321439e+16,6.855950728718335e+18
2.614084622914665,300.0000000000006,7.289618845185381e+18,3.73591458784519e+16,7.252259699306936e+18
2.907803985340431,300.0000000000006,7.696712462303846e+18,3.955167349079112e+16,7.65716078881306e+18
3.2250208967602583,300.0000000000006,8.113385628497041e+18,4.179896896498114e+16,8.071586659532066e+18
3.5676151610936717,300.0000000000006,8.540529853909553e+18,4.410548916377902e+16,8.496424364745781e+18
3.937616966573758,300.0000000000006,8.979004733229885e+18,4.6475626650748744e+16,8.932529106579146e+18
4.337218916492252,300.0000000000006,9.429649046704132e+18,4.891369395510315e+16,9.380735352749033e+18
4.768789022404225,300.0000000000006,9.893289172511144e+18,5.142399009495337e+16,9.841865182416191e+18
5.234884736789156,300.0000000000006,1.0370745948529967e+19,5.401082560756404e+16,1.0316735122922408e+19
5.738268108324881,300.0000000000006,1.0862840395009077e+19,5.667852576709277e+16,1.080616186924199e+19
6.2819221495834645,300.0000000000006,1.1370398337326516e+19,5.9431471825477576e+16,1.131096686550104e+19
6.869068514142735,300.0000000000006,1.1894254403256293e+19,6.227411428758076e+16,1.1831980288968724e+19
7.503186587866747,300.0000000000006,1.2435255539417747e+19,6.521098064350457e+16,1.2370044558774243e+19
8.18803410748868,300.0000000000006,1.299426407976522e+19,6.8246695296835256e+16,1.292601738446839e+19
8.927669428680368,300.0000000000006,1.3572160510146007e+19,7.138599471637688e+16,1.3500774515429638e+19
9.72647557556739,300.0000000000006,1.41698460305472e+19,7.463373744461067e+16,1.409521229310259e+19
10.589186214205375,300.0000000000006,1.4788244956535966e+19,7.79949150446104e+16,1.471025004149137e+19
11.520913703934399,300.0000000000006,1.542830699596971e+19,8.14746638316161e+16,1.5346832332138097e+19
12.527179392841745,300.0000000000006,1.6091009436820247e+19,8.50782759671573e+16,1.6005931160853088e+19
13.613946336861678,300.0000000000006,1.677735927207697e+19,8.88112099396845e+16,1.6688548062137293e+19
14.787654636403207,300.0000000000006,1.7488395278316804e+19,9.267910085128984e+16,1.7395716177465512e+19
16.05525959990806,300.0000000000006,1.822519005944329e+19,9.668777069285978e+16,1.8128502288750434e+19
17.424272960493298,300.0000000000006,1.898885206493525e+19,1.0084323863542038e+17,1.8888008826299847e+19
18.902807389925353,300.0000000000006,1.9780527591410012e+19,1.0515173133937611e+17,1.9675375860070625e+19
20.499624573711976,300.0000000000006,2.0601402776311034e+19,1.0961969336039352e+17,2.0491783082950656e+19
22.22418713220153,300.0000000000006,2.1452705591397847e+19,1.1425379796436293e+17,2.1338451793433498e+19
