t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1
0.1,300.0000000000006,8.800086553830282e+17,6893805739180172.0,6.231085033466326e+17,2.5000634629721648e+17,0.0
0.1925925925925926,300.0000000000006,1.5284993578732444e+18,8878015658517220.0,1.0837622522866906e+18,4.3518924065492096e+17,669849273116442.2
0.2925925925925926,300.0000000000006,2.0843638625557798e+18,1.1015791235944478e+16,1.4777593625497032e+18,5.937789029458628e+17,1809805824269821.2
0.4005925925925926,300.0000000000006,2.5701892507904937e+18,1.3188520750651396e+16,1.821499008007001e+18,7.322458320272184e+17,3255890005623229.5
0.5172325925925927,300.0000000000006,3.0084147752667525e+18,1.5327992540241686e+16,2.1311399043718129e+18,8.570329877780378e+17,4913890576662732.0
0.6432037925925927,300.0000000000006,3.4160811998605005e+18,1.7423152955169854e+16,2.4188853803091855e+18,9.730281623317437e+17,6744504264404291.0
0.7792526885925928,300.0000000000006,3.8047234268732186e+18,1.948101298353384e+16,2.692965670904084e+18,1.0835379315375209e+18,8738811448081896.0
0.9261854962725928,300.0000000000006,4.182021051066493e+18,2.1509062649677468e+16,2.9588459426066227e+18,1.1907642129269056e+18,1.090183288329284e+16
1.084872928566993,300.0000000000006,4.553230195727822e+18,2.351711640626851e+16,3.2202561466018176e+18,1.2962123209350395e+18,1.3244611784698626e+16
1.256255355444945,300.0000000000006,4.922070634571865e+18,2.5518511397321084e+16,3.4798273525337375e+18,1.4009437069812836e+18,1.578106365953216e+16
1.4413483764731332,300.0000000000006,5.291266488685923e+18,2.7527087733385704e+16,3.7394803989200374e+18,1.50573211411283e+18,1.852688791967692e+16
1.6412488391835767,300.0000000000006,5.662899001187316e+18,2.9554460142744252e+16,4.0006788345801825e+18,1.6111664386501315e+18,2.1499267814264776e+16
1.8571413389108555,300.0000000000006,6.038636335040303e+18,3.1609562351905596e+16,4.264592438016725e+18,1.7177174756950912e+18,2.4716858976585068e+16
2.090305238616317,300.0000000000006,6.419878121527816e+18,3.3699414796194144e+16,4.5321994480601467e+18,1.8257793772760914e+18,2.8199881395388336e+16
2.342122250298215,300.0000000000006,6.80784423651718e+18,3.582990970702354e+16,4.80434919646618e+18,1.9356948817197304e+18,3.1970248624249584e+16
2.614084622914665,300.0000000000006,7.203630582806531e+18,3.800633985595361e+16,5.081801490921709e+18,2.0477710382806395e+18,3.605171374823628e+16
2.907803985340431,300.0000000000006,7.608246100251836e+18,4.023360800440956e+16,5.365252791159609e+18,2.162289673554063e+18,4.047002753376189e+16
3.2250208967602583,300.0000000000006,8.02263818877384e+18,4.2516412345080136e+16,5.655354133636558e+18,2.2795145330244454e+18,4.525310976776512e+16
3.5676151610936717,300.0000000000006,8.44771154413283e+18,4.48592766797263e+16,5.952724427897895e+18,2.399696604605559e+18,5.043123494966137e+16
3.937616966573758,300.0000000000006,8.884342025527137e+18,4.7266637226041144e+16,6.257960140214199e+18,2.523078013867547e+18,5.603723421936481e+16
4.337218916492252,300.0000000000006,9.333387553512428e+18,4.974287173299669e+16,6.571642899011751e+18,2.6498950677419735e+18,6.210671502571417e+16
4.768789022404225,300.0000000000006,9.795696754069785e+18,5.229232284277314e+16,6.894345458568303e+18,2.7803806725584195e+18,6.867830010029641e+16
5.234884736789156,300.0000000000006,1.0272115845335407e+19,5.491934575401795e+16,7.226636387969576e+18,2.914766223978351e+18,7.579388763347053e+16
5.738268108324881,300.0000000000006,1.0763494455050664e+19,5.762831800121712e+16,7.569084009274483e+18,3.05328319335942e+18,8.349893441554653e+16
6.2819221495834645,300.0000000000006,1.1270690520821758e+19,6.042365976909532e+16,7.922259646887171e+18,3.1961644501772964e+18,9.184276398820613e+16
6.869068514142735,300.0000000000006,1.179457448518198e+19,6.3309859047970504e+16,8.286740356669175e+18,3.343645367382969e+18,1.0087890208187573e+17
7.503186587866747,300.0000000000006,1.2336033036180859e+19,6.629148367273225e+16,8.663111320957087e+18,3.4959647898233216e+18,1.1066544172772706e+17
8.18803410748868,300.0000000000006,1.289597249370426e+19,6.937319342410918e+16,9.051967964505515e+18,3.6533658950785546e+18,1.2126544069609053e+17
8.927669428680368,300.0000000000006,1.3475321916728992e+19,7.255975468297886e+16,9.453917843719369e+18,3.8160969641180974e+18,1.327473542085583e+17
9.72647557556739,300.0000000000006,1.4075036020047403e+19,7.58560529507234e+16,9.869582373854659e+18,3.9844120870856965e+18,1.451855061563372e+17
10.589186214205375,300.0000000000006,1.4696097965726237e+19,7.926710347718838e+16,1.0299598436282038e+19,4.1585718235782497e+18,1.5866060238876854e+17
11.520913703934399,300.0000000000006,1.5339522071338416e+19,8.279806153226226e+16,1.0744619890940162e+19,4.3388438288530033e+18,1.7326029001299827e+17
12.527179392841745,300.0000000000006,1.600635646709363e+19,8.645423253778869e+16,1.1205319013406693e+19,4.5255034540986655e+18,1.89079767050495e+17
13.613946336861678,300.0000000000006,1.6697685728245342e+19,9.024108186951238e+16,1.1682387872016398e+19,4.718834327133633e+18,2.062224472258186e+17
14.787654636403207,300.0000000000006,1.7414633503911864e+19,9.416424432681618e+16,1.217653965641828e+19,4.919128918047724e+18,2.2480068511905872e+17
16.05525959990806,300.0000000000006,1.8158365159616037e+19,9.82295333694878e+16,1.2688509966117925e+19,5.126689092732744e+18,2.4493656739590675e+17
17.424272960493298,300.0000000000006,1.8930090448841794e+19,1.0244295021400176e+17,1.32190580660094e+19,5.341826656278034e+18,2.667627763403871e+17
18.902807389925353,300.0000000000006,1.9731066228282278e+19,1.068106928629138e+17,1.376896811508453e+19,5.564863887875096e+18,2.904235324597473e+17
20.499624573711976,300.0000000000006,2.056259923202132e+19,1.1133916506997133e+17,1.433905037446606e+19,5.796134068970142e+18,3.1607562351516595e+17
22.22418713220153,300.0000000000006,2.14260489221102e+19,1.1603498505288491e+17,1.4930142403260803e+19,6.035982005835921e+18,3.4388952796061997e+17
24.086714695370244,300.0000000000006,2.232283043431281e+19,1.2090499395228984e+17,1.5543110252787034e+19,6.284764546114798e+18,3.74050641458725e+17
26.098244463592458,300.0000000000006,2.325441763086532e+19,1.2595626516473259e+17,1.6178849656415015e+19,6.542851093359523e+18,4.067606159260632e+17
28.27069661327245,300.0000000000006,2.422234627359592e+19,1.3119611404550581e+17,1.6838287208643054e+19,6.810624129513228e+18,4.4223882139416384e+17
30.61694493492684,300.0000000000006,2.5228217358763893e+19,1.3663210407183198e+17,1.7522381582054984e+19,7.088479730859019e+18,4.807239417780795e+17
32.78939708460683,300.0000000000006,2.6128095202868736e+19,1.4167935780291282e+17,1.8133911302279209e+19,7.336003085811737e+18,5.16501456974884e+17
35.135645406261226,300.0000000000006,2.7067496697024905e+19,1.4684476502249802e+17,1.8771225745392165e+19,7.594126281781769e+18,5.5529990482850374e+17
37.66959359364797,300.0000000000006,2.8048483383137526e+19,1.5215424864921e+17,1.9435354592571134e+19,7.863596473214069e+18,5.97378068703139e+17
40.40625763602565,300.0000000000006,2.9072966091901506e+19,1.5765410722351264e+17,2.0127490013677277e+19,8.144804164599599e+18,6.430178064011319e+17
42.94020582341239,300.0000000000006,2.9993375560673767e+19,1.627716899809783e+17,2.074882696523248e+19,8.396335518527817e+18,6.854413869325097e+17
45.676869865790074,300.0000000000006,3.0957986770424267e+19,1.6803068377616214e+17,2.1398817013896204e+19,8.659695471965004e+18,7.314436007869299e+17
48.63246703155797,300.0000000000006,3.196899278285308e+19,1.7345592509620646e+17,2.2078528230250586e+19,8.935676874460502e+18,7.813317530458252e+17
51.8245119705873,300.0000000000006,3.3028469097015644e+19,1.7909454419397558e+17,2.278925334229626e+19,9.224681260694075e+18,8.354399498313623e+17
54.7801091363552,300.0000000000006,3.3983120257434722e+19,1.8435611273605984e+17,2.342921763736075e+19,9.483814976552026e+18,8.85731530785915e+17
57.97215407538453,300.0000000000006,3.4986386894701285e+19,1.8977910472365056e+17,2.4100449820252213e+19,9.755893687728982e+18,9.4026428199645e+17
61.41956260953621,300.0000000000006,3.6040662014101684e+19,1.9538727198894813e+17,2.4804079280673567e+19,1.004179213141938e+19,9.99403330019816e+17
65.14276382642001,300.0000000000006,3.714824031862449e+19,2.0122992596819936e+17,2.554153702363303e+19,1.0341928603964643e+19,1.0635447650586595e+18
68.59017236057169,300.0000000000006,3.814838100489223e+19,2.066937930656711e+17,2.620706898921975e+19,1.0611459006554128e+19,1.1231592160527566e+18
72.3133735774555,300.0000000000006,3.920160552162902e+19,2.1233663100942678e+17,2.690641900220745e+19,1.0895047868406297e+19,1.1878020200058698e+18
76.33443089169,300.0000000000006,4.031054708546268e+19,2.181820271604852e+17,2.7640794246610514e+19,1.1193663626066383e+19,1.2579071856253315e+18
80.05763210857381,300.0000000000006,4.131397649602806e+19,2.2363228429832077e+17,2.8304801308857655e+19,1.1462486469585555e+19,1.3230564332865746e+18
84.07868942280832,300.0000000000006,4.2372773521524285e+19,2.292675566136565e+17,2.9003830179317047e+19,1.1745982068293999e+19,1.3936937172996188e+18
88.4214313221816,300.0000000000006,4.34897268836312e+19,2.351149090157089e+17,2.9739193060574704e+19,1.204512652034826e+19,1.4702923936925363e+18
92.44248863641612,300.0000000000006,4.450210959204521e+19,2.4057280470931264e+17,3.040524894941585e+19,1.2314820818685702e+19,1.5414670192343552e+18
96.7852305357894,300.0000000000006,4.557208160736005e+19,2.462277831084381e+17,3.1107515986028147e+19,1.259970735725675e+19,1.618630480966741e+18
101.47539178711253,300.0000000000006,4.670258696747738e+19,2.5210492670462115e+17,3.1847365419455332e+19,1.2900817020096727e+19,1.702299601220723e+18
105.81813368648581,300.0000000000006,4.7728662133657985e+19,2.5759552960115245e+17,3.2518446944751145e+19,1.3172584331741372e+19,1.7800353275643228e+18
110.50829493780894,300.0000000000006,4.881454642226789e+19,2.6329410651378384e+17,3.3226892121820414e+19,1.34600540394501e+19,1.8643061544836298e+18
115.57366908923792,300.0000000000006,4.9963346156673155e+19,2.6922416123876218e+17,3.397413113205866e+19,1.376431446801854e+19,1.955676395357244e+18
120.26383034056106,300.0000000000006,5.100721684901149e+19,2.747682458902676e+17,3.4652731302789177e+19,1.4039158661894844e+19,2.0405586384372283e+18
