t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1
0.5,323.14999999999895,1.170208497246751e+17,164658474603.7454,1.170206850662006e+17
1.05,323.14999999999895,2.4564748235135245e+17,165229149657.13278,2.456473171222029e+17
1.6550000000000002,323.14999999999895,3.8701974730757766e+17,165859964832.8028,3.8701958144761306e+17
2.3205000000000005,323.14999999999895,5.42386904412101e+17,166557851105.7899,5.4238673785425043e+17
3.052550000000001,323.14999999999895,7.131175805763685e+17,167330382189.38513,7.131174132459873e+17
3.8578050000000013,323.14999999999895,9.007104559011158e+17,168186080748.80978,9.007102877150353e+17
4.743585500000002,323.14999999999895,1.1068057272448015e+18,169134556725.9357,1.1068055581102447e+18
5.7179440500000025,323.14999999999895,1.333197356005361e+18,170186669679.42828,1.333197185818692e+18
6.789738455000004,323.14999999999895,1.581846089163784e+18,171354720031.02368,1.5818459178090642e+18
7.9687123005000045,323.14999999999895,1.8548932180941747e+18,172652675233.06332,1.8548930454415007e+18
9.265583530550005,323.14999999999895,2.1546750060612032e+18,174096438277.2365,2.154674831964766e+18
10.692141883605007,323.14999999999895,2.483737669823876e+18,175704167721.34766,2.4837374941197097e+18
12.261356071965508,323.14999999999895,2.8448527395576704e+18,177496660608.96094,2.844852562061011e+18
13.98749167916206,323.14999999999895,3.2410325394122245e+18,179497812404.60413,3.2410323599144125e+18
15.886240847078268,323.14999999999895,3.675545421888128e+18,181735171494.25525,3.6755452401529574e+18
17.974864931786097,323.14999999999895,4.151930244250163e+18,184240610055.14587,4.151930060009552e+18
20.272351424964707,323.14999999999895,4.67400938317233e+18,187051138338.05762,4.674009196121191e+18
22.79958656746118,323.14999999999895,5.245899330184756e+18,190209895773.4985,5.245899139974865e+18
25.5795452242073,323.14999999999895,5.872017576642789e+18,193767359891.7895,5.872017382875428e+18
28.637499746628034,323.14999999999895,6.557084059512302e+18,197782822756.32605,6.557083861729486e+18
32.00124972129084,323.14999999999895,7.306114869958335e+18,202326194021.3029,7.306114667632144e+18
35.70137469341993,323.14999999999895,8.124405193230759e+18,207480198721.18527,8.124404985750568e+18
39.77151216276192,323.14999999999895,9.017497517945083e+18,213343044057.52164,9.017497304602042e+18
44.24866337903812,323.14999999999895,9.991130001482377e+18,220031627984.5394,9.99112978145076e+18
49.173529716941935,323.14999999999895,1.1051158510140877e+19,227685344388.50125,1.105115828245554e+19
54.59088268863613,323.14999999999895,1.22034443398553e+19,236470489240.26587,1.2203444103384814e+19
60.549970957499745,323.14999999999895,1.3453698179317342e+19,246585162364.9797,1.3453697932732193e+19
67.10496805324972,323.14999999999895,1.480726998668485e+19,258264347423.85886,1.4807269728420512e+19
74.3154648585747,323.14999999999895,1.6268875168601305e+19,271784429571.75662,1.6268874896816878e+19
82.24701134443217,323.14999999999895,1.7842250847827094e+19,287466079876.4542,1.784225056036101e+19
90.97171247887539,323.14999999999895,1.952974695004645e+19,305672719027.86255,1.952974664437374e+19
100.56888372676293,323.14999999999895,2.1331875274631414e+19,326801814723.9558,2.1331874947829604e+19
111.12577209943923,323.14999999999895,2.3246873759997747e+19,351264049238.1336,2.3246873408733704e+19
122.73834930938317,323.14999999999895,2.5270389467862323e+19,379446016165.68304,2.5270389088416317e+19
135.5121842403215,323.14999999999895,2.739543317441745e+19,411654726735.68335,2.739543276276275e+19
149.56340266435365,323.14999999999895,2.961278053369336e+19,448049908559.62,2.9612780085643457e+19
165.01974293078902,323.14999999999895,3.1911941657237537e+19,488582545827.63043,3.191194116865501e+19
182.02171722386794,323.14999999999895,3.4282655384366174e+19,532969529886.1142,3.428265485139666e+19
200.72388894625473,323.14999999999895,3.671661809569869e+19,580732459508.8883,3.6716617514966237e+19
221.2962778408802,323.14999999999895,3.920896431767033e+19,631304272109.5872,3.920896368636607e+19
243.92590562496824,323.14999999999895,4.17590418172253e+19,684169713583.6896,4.175904113305558e+19
268.8184961874651,323.14999999999895,4.437030028941075e+19,738982893656.3118,4.437029955042785e+19
296.2003458062116,323.14999999999895,4.704947359432135e+19,795618281419.9781,4.704947279870308e+19
326.32038038683277,323.14999999999895,4.980545489784969e+19,854149813177.1755,4.980545404369995e+19
359.45241842551604,323.14999999999895,5.264825172046547e+19,914785690958.184,5.2648250805679776e+19
395.8976602680677,323.14999999999895,5.5588244039926776e+19,977794963408.1145,5.5588243062131786e+19
435.98742629487447,323.14999999999895,5.863578864293731e+19,1043450756313.0835,5.863578759948658e+19
480.08616892436197,323.14999999999895,6.180109827579654e+19,1111999771883.0762,6.1801097163796775e+19
