t(s),Flux surface 1: solute,Flux surface 1: solute,Total solute volume 1,Total 2 volume 1,Total 3 volume 1,Total retention volume 1
471.68406970191404,-3.771163617194216e+18,-3.771163617194216e+18,2055353303876260.5,3.0587840384401682e+19,5.527625310027319e+18,4.5331753257498755e+19
472.18406970191404,-3.6875735467524787e+18,-3.6875735467524787e+18,2124528777102869.0,2.9590243257668272e+19,5.527002809446992e+18,4.34879602471832e+19
472.68406970191404,-3.6055714963221663e+18,-3.6055714963221663e+18,2203715503576119.0,2.8522550488760246e+19,5.526147528042779e+18,4.168516383940997e+19
473.18406970191404,-3.5241287330684524e+18,-3.5241287330684524e+18,2292874384058890.0,2.7402171466592883e+19,5.52498060955876e+18,3.992308302112263e+19
473.68406970191404,-3.4421014710355297e+18,-3.4421014710355297e+18,2391832822413283.0,2.624462819216749e+19,5.523397409197646e+18,3.820200826063863e+19
474.18406970191404,-3.3583913036250573e+18,-3.3583913036250573e+18,2500340818694021.5,2.5063596700973965e+19,5.521259323825622e+18,3.652277870939185e+19
474.68406970191404,-3.272064649711132e+18,-3.272064649711132e+18,2618104281841338.0,2.3871080441044074e+19,5.518383166316642e+18,3.4886699657953907e+19
475.18406970191404,-3.182436099403924e+18,-3.182436099403924e+18,2744801914466642.0,2.2677612370932347e+19,5.514527454611696e+18,3.3295418294548402e+19
475.68406970191404,-3.0891216884770934e+18,-3.0891216884770934e+18,2880093066229733.5,2.1492431855123894e+19,5.50937490021017e+18,3.1750772801573585e+19
476.18406970191404,-2.992067419018532e+18,-2.992067419018532e+18,3023621926131120.0,2.032361895090252e+19,5.50251034120126e+18,3.0254627170209214e+19
476.68406970191404,-2.8915571708209536e+18,-2.8915571708209536e+18,3175020652580234.0,1.9178188936809226e+19,5.493393425843525e+18,2.880870204658479e+19
477.18406970191404,-2.7882033108639575e+18,-2.7882033108639575e+18,3333912459916368.0,1.8062157475591436e+19,5.481325602318686e+18,2.741441027828506e+19
477.68406970191404,-2.6829228510064143e+18,-2.6829228510064143e+18,3499915114355192.5,1.6980587986525114e+19,5.465411543080381e+18,2.6072704418367713e+19
478.18406970191404,-2.5769014009842335e+18,-2.5769014009842335e+18,3672645042149463.0,1.5937631445849369e+19,5.444516214118896e+18,2.478394233951649e+19
478.68406970191404,-2.4715458548574735e+18,-2.4715458548574735e+18,3851722033604326.0,1.493656647180751e+19,5.417220609847753e+18,2.354777666680859e+19
479.18406970191404,-2.3684246127203804e+18,-2.3684246127203804e+18,4036774331997239.0,1.3979844902089011e+19,5.381781897325754e+18,2.236307436612136e+19
479.68406970191404,-2.2691916643169283e+18,-2.2691916643169283e+18,4227443767689601.0,1.3069145577597223e+19,5.336107341799001e+18,2.122787469074191e+19
480.18406970191404,-2.1754891513165478e+18,-2.1754891513165478e+18,4423390550571019.0,1.2205436951479568e+19,5.277755452618391e+18,2.0139396396265624e+19
480.68406970191404,-2.088823758811606e+18,-2.088823758811606e+18,4624297356130034.0,1.1389047541514117e+19,5.2039810433285e+18,1.909410743279223e+19
481.18406970191404,-2.0104173702005253e+18,-2.0104173702005253e+18,4829872390076736.0,1.061974211857681e+19,5.111841151034544e+18,1.8087869961772603e+19
481.68406970191404,-1.941042854442654e+18,-1.941042854442654e+18,5039851069370543.0,9.896800691888523e+18,4.998373323964076e+18,1.7116167624616241e+19
482.18406970191404,-1.8808698434183698e+18,-1.8808698434183698e+18,5253995421303937.0,9.219096313081093e+18,4.860844910743632e+18,1.617440817699166e+19
482.68406970191404,-1.8293570210666532e+18,-1.8293570210666532e+18,5472088254155216.0,8.585165571526817e+18,4.697052928713369e+18,1.5258273068694917e+19
483.18406970191404,-1.7852285147106317e+18,-1.7852285147106317e+18,5693913697143287.0,7.993261599663624e+18,4.505634345934547e+18,1.4364060799396714e+19
483.68406970191404,-1.7465571252407032e+18,-1.7465571252407032e+18,5919204914258706.0,7.441374414133003e+18,4.2863344453197855e+18,1.3488952309825487e+19
484.18406970191404,-1.7109492726636242e+18,-1.7109492726636242e+18,6147524667843137.0,6.927202172279976e+18,4.0401832070444216e+18,1.2631126892300196e+19
484.68406970191404,-1.67579659040413e+18,-1.67579659040413e+18,6378032948576551.0,6.448067101957303e+18,3.769547646034545e+18,1.1789687100375607e+19
485.18406970191404,-1.6385397570891103e+18,-1.6385397570891103e+18,6609103591448678.0,6.00079608790877e+18,3.478056388767551e+18,1.0964411771442809e+19
485.68406970191404,-1.5968894002781573e+18,-1.5968894002781573e+18,6837793386872414.0,5.581621275807636e+18,3.170421528816001e+18,1.0155429764839256e+19
486.18406970191404,-1.5489716311511895e+18,-1.5489716311511895e+18,7059241648964828.0,5.18618029163146e+18,2.852199121530896e+18,9.362955648194111e+18
486.68406970191404,-1.4933705283442998e+18,-1.4933705283442998e+18,7266158948258068.0,4.809686058722291e+18,2.5295417238980014e+18,8.587231620170286e+18
487.18406970191404,-1.4291640056320138e+18,-1.4291640056320138e+18,7448607553025541.0,4.447286166846034e+18,2.208944264630412e+18,7.828707756976711e+18
487.68406970191404,-1.3559096224253522e+18,-1.3559096224253522e+18,7594246791317423.0,4.094559299362353e+18,1.897002512794988e+18,7.088420092941493e+18
488.18406970191404,-1.2736971134891195e+18,-1.2736971134891195e+18,7689113705054785.0,3.7480373619457746e+18,1.6001421966355935e+18,6.368388065560856e+18
488.68406970191404,-1.183239128610675e+18,-1.183239128610675e+18,7718869378993683.0,3.405625130142894e+18,1.3242914558496796e+18,5.67184125970164e+18
489.18406970191404,-1.0859654905578202e+18,-1.0859654905578202e+18,7670322069911053.0,3.0668208654234583e+18,1.0744894451235003e+18,5.003140440228015e+18
489.68406970191404,-9.840482606077792e+17,-9.840482606077792e+17,7532983470340190.0,2.732702333177204e+18,8.544654169222598e+17,4.367373799625495e+18
490.18406970191404,-8.802826168576238e+17,-8.802826168576238e+17,7300432332039421.0,2.405703661856133e+18,6.662674330633676e+17,3.7697319377756436e+18
490.68406970191404,-7.777826670646126e+17,-7.777826670646126e+17,6971323607606564.0,2.089247047541425e+18,5.100488157450788e+17,3.2148457687315057e+18
491.18406970191404,-6.795212913105051e+17,-6.795212913105051e+17,6549951651866693.0,1.7873031552558295e+18,3.8411247923369837e+17,2.7062794428310707e+18
491.68406970191404,-5.878324725576986e+17,-5.878324725576986e+17,6046325763599389.0,1.5039430570446208e+18,2.8525415657920118e+17,2.246299778345402e+18
492.18406970191404,-5.0405761542633414e+17,-5.0405761542633414e+17,5475743092509439.0,1.2429259620368225e+18,2.0934556217778643e+17,1.83592137283849e+18
492.68406970191404,-4.284932367193711e+17,-4.284932367193711e+17,4857864286575084.0,1.0073511593598484e+18,1.5200290933146272e+17,1.4751112232517494e+18
493.18406970191404,-3.6066675146462464e+17,-3.6066675146462464e+17,4215330792732573.5,7.993931658921203e+17,1.0915418653813688e+17,1.162992840111177e+18
493.68406970191404,-2.997993315686403e+17,-2.997993315686403e+17,3572017851914762.5,6.201341403557203e+17,7.737603528017878e+16,8.979412787797064e+17
494.18406970191404,-2.4522912298672886e+17,-2.4522912298672886e+17,2951086013120937.5,4.6950313083150144e+17,5.398184994327897e+16,6.775659292341925e+17
494.68406970191404,-1.966243241301421e+17,-1.966243241301421e+17,2373055942097050.0,3.463245268836367e+17,3.693638811729129e+16,4.986626074738034e+17
495.18406970191404,-1.539577031721377e+17,-1.539577031721377e+17,1854162101328438.5,2.4846747959124042e+17,2.470235024455463e+16,3.572329031270466e+17
495.68406970191404,-1.1733272618196907e+17,-1.1733272618196907e+17,1405221993541198.8,1.7307572449518342e+17,1.6097420984837218e+16,2.4862522908573155e+17
496.18406970191404,-8.678455837315147e+16,-8.678455837315147e+16,1031183983330055.9,1.1684632094774662e+17,1.0193836878341652e+16,1.677903195580287e+17
496.68406970191404,-6.214235763347149e+16,-6.214235763347149e+16,731400153732537.6,7.631954313892478e+16,6258302668353015.0,1.0960007598906235e+17
497.18406970191404,-4.298230805677501e+16,-4.298230805677501e+16,500538193348193.3,4.814263645144092e+16,3716975583154335.5,6.916470413538756e+16
497.68406970191404,-2.865913200283833e+16,-2.865913200283833e+16,329932326837830.8,2.9277590588786372e+16,2131476385046272.5,4.209286142163503e+16
498.18406970191404,-1.8385550581570776e+16,-1.8385550581570776e+16,209108271478338.75,1.7135660403345144e+16,1177920449796151.2,2.4661409493328668e+16
498.68406970191404,-1.1327657766351788e+16,-1.1327657766351788e+16,127216872655663.66,9635848860697894.0,626202344135588.6,1.388562803577743e+16
499.18406970191404,-6691096588892454.0,-6691096588892454.0,74170807864827.12,5197387487962686.0,319685403340827.3,7501093530101208.0
499.68406970191404,-3782895190716635.5,-3782895190716635.5,41375806858473.92,2684670559705364.0,156463736356208.28,3881432891809963.0
500.18406970191404,-2043759513257423.2,-2043759513257423.2,22050654568395.25,1325983898203396.8,73297604226999.52,1920843255951979.5
