323.6393903116009; 26129263918786560
331.49263619573173; 42560532433905660
342.68738107856393; 97293654453233150
351.3368860380165; 167891449521642000
355.9603229428018; 228177207108147700
359.4500497601066; 272598291645573120
368.3481764520186; 388013788077634050
370.9628399841598; 429658554831470600
377.76171704796593; 535555247434082800
385.0842786984397; 647401192430100500
387.69443094914504; 703324164928109600
391.35495989414267; 761626838383480300
399.89669535262976; 896079942474438100
404.1669991716939; 965091270237938200
408.6139948469919; 1029343196086714400
414.54532742802724; 1108666561332117000
418.03705925930353; 1146741776649910300
424.67039735709204; 1222098973633042700
432.71025275585123; 1281591497567094500
444.3733354855141; 1332622862541637000
455.29207348672674; 1336800559777895000
468.4432537167843; 1298589361548252200
477.39402545187966; 1247383296305014800
484.6666810514703; 1184499698506722000
491.0930014567068; 1138809440125369900
497.94654021390966; 1071701873127759100
503.92308586000115; 1007925887470455800
507.9663218467988; 963901419759257100
513.4193332822707; 893700241517076000
519.0449012326603; 831828016625662000
523.7885136623593; 788993399393144300
530.2935308659752; 716015903367373800
537.5020573468228; 634312837164609000
546.4652216794336; 543884200784850400
554.3734980363166; 465354069191901700
570.7035849535195; 346369021323798000
587.8531139200887; 247781410233083400
598.2536047415708; 202397113403392000
611.7577497793911; 155992944734831600
660.1337243754974; 79842514099245060
695.8735996700469; 75083112184520700
736.5159847515326; 79049280446791170
756.084921112863; 85621787852838400
768.7924490371526; 85196841253309440
779.5416296901798; 80794394482189820
794.0484070270973; 76986872950410240
810.9736823417244; 70323710269796860
824.1157970443252; 60804906440348160
838.3060328005005; 60804906440348160
895.245923322153; 48906401653537790
906.843976765342; 47002640887648260
918.7218800335958; 46526700696176130
930.5178784811159; 46526700696176130
942.5036640323709; 46526700696176130
954.7803269855335; 31534584664795136
966.0306631591492; 21215335967869950
976.5429741956996; 17970289207831040
997.0294550757136; 51286102610899970
1017.5254597720921; 54459037220716030
1068.7716118683256; 42957149260132860
1073.76484853747; 41767298781451780
1093.5641108787704; 32248494952003584
1178.3641034344334; 3908419914327552
1189.9265861070292; 3692083463658496
1201.4890004268755; 3692083463658496
1213.051414746722; 3692083463658496
1224.6135556555723; 4557429266335232
1236.1761750336657; 3908419914327552
1247.7382475897673; 4990102167673856
1259.3009353206098; 4124756364997120
